cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,28:23.1,16.576,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,28:24.7,16.177,0.155,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,28:25.4,23.127,0.187,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,28:26.2,22.14,0.187,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,28:27.7,22.253,0.199,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,28:28.7,22.064,0.199,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,28:29.4,22.045,0.198,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,28:30.1,21.836,0.198,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,28:30.9,21.684,0.198,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,28:31.9,18.228,0.195,235
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,28:33.0,18.228,0.195,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,28:34.5,16.405,0.154,236.8
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,28:35.3,16.405,0.154,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,28:36.1,16.348,0.151,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,28:37.7,23.089,0.205,236.8
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,28:38.4,23.089,0.205,236.8
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,28:39.1,22.386,0.205,236.8
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,28:40.8,22.291,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,28:41.6,22.329,0.198,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,28:42.4,22.5,0.2,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,28:43.2,22.007,0.2,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,28:44.7,21.798,0.196,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,28:45.6,21.684,0.196,236.8
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,28:46.3,16.804,0.157,236.8
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,28:47.2,16.804,0.157,236.8
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,28:47.9,16.747,0.157,236.8
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,28:49.7,16.709,0.154,236.8
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,28:50.5,16.842,0.154,236.8
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,28:51.3,16.652,0.154,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,28:52.8,16.918,0.154,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,28:53.5,16.899,0.155,236.8
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,28:54.2,16.899,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,28:55.8,16.88,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,28:56.5,16.88,0.155,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,28:57.3,17.089,0.155,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,28:58.8,16.671,0.158,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,28:59.5,17.108,0.158,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,29:00.3,22.861,0.202,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,29:01.1,22.861,0.202,236.8
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,29:02.8,22.443,0.2,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,29:03.5,22.348,0.2,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,29:04.3,22.348,0.2,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,29:04.3,22.348,0.2,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,29:05.9,21.912,0.2,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,29:05.9,21.912,0.2,235
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,29:08.6,16.918,0.154,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,29:09.4,16.576,0.154,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,29:10.2,16.576,0.154,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,29:11.8,16.614,0.152,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,29:12.6,22.899,0.204,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,29:13.5,22.899,0.204,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,29:14.2,22.348,0.204,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,29:15.8,22.5,0.202,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,29:16.6,22.14,0.202,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,29:17.3,22.083,0.196,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,29:18.7,22.007,0.196,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,29:19.5,17.032,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,29:20.3,17.032,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,29:21.1,16.785,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,29:22.6,16.823,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,29:23.5,17.07,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,29:24.3,16.956,0.158,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,29:25.1,16.956,0.158,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,29:26.6,16.861,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,29:27.5,16.861,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,29:28.1,16.861,0.156,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,29:29.8,17.013,0.156,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,29:30.5,16.823,0.153,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,29:31.3,16.709,0.153,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,29:32.2,23.089,0.153,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,29:33.8,22.102,0.203,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,29:34.5,22.766,0.2,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,29:35.2,22.424,0.2,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,29:36.1,22.329,0.2,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,29:37.6,21.95,0.197,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,29:38.4,21.95,0.197,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,29:39.1,17.279,0.155,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,29:40.7,16.994,0.155,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,29:41.5,16.671,0.155,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,29:42.2,16.671,0.155,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,29:43.8,16.557,0.152,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,29:44.7,23.07,0.152,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,29:45.4,22.557,0.2,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,29:46.3,22.102,0.2,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,29:47.8,22.557,0.2,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,29:48.6,22.462,0.2,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,29:49.4,22.177,0.2,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,29:50.2,22.064,0.196,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,29:51.7,22.121,0.196,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,29:52.5,17.317,0.157,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,29:53.4,16.804,0.157,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,29:54.2,16.804,0.154,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,29:55.6,16.937,0.154,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,29:56.5,16.937,0.153,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,29:57.3,16.785,0.153,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,29:58.7,17.108,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,29:59.5,16.519,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,30:00.4,16.519,0.155,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,30:01.2,16.443,0.152,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,30:02.6,16.481,0.152,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,30:03.4,16.747,0.152,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,30:04.2,16.291,0.152,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,30:05.7,23.032,0.206,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,30:06.4,22.083,0.206,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,30:07.2,22.177,0.206,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,30:08.7,22.045,0.197,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,30:09.5,21.969,0.193,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,30:10.3,21.57,0.193,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,30:11.8,18.988,0.181,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,30:12.6,18.988,0.181,235
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,30:13.4,16.899,0.181,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,30:14.2,16.367,0.15,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,30:15.1,16.367,0.15,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:16.7,16.215,0.149,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:17.4,16.215,0.149,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,30:18.9,22.329,0.2,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,30:19.6,21.874,0.2,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,30:20.3,22.177,0.197,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,30:21.8,22.007,0.197,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,30:22.5,22.386,0.198,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,30:23.4,21.817,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,30:24.1,21.589,0.198,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,30:25.6,21.361,0.191,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:26.3,16.823,0.191,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:27.9,16.671,0.154,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:28.7,16.614,0.154,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:29.6,16.614,0.154,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:30.3,16.728,0.154,235
32.4,50,50,50,go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:31.2,16.747,0.153,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:32.7,16.747,0.153,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:33.5,16.975,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:34.2,16.975,0.155,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:35.7,17.032,0.154,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:36.5,16.899,0.154,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,30:37.3,17.108,0.154,235
32.4,50,50,50,go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,30:38.7,16.918,0.156,235
32.4,50,50,50,go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,30:39.4,17.506,0.156,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:40.4,17.506,0.207,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:41.2,22.918,0.207,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:42.8,22.481,0.2,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,30:43.6,22.405,0.2,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,30:44.3,22.14,0.198,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,30:45.2,22.007,0.198,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,30:46.7,21.988,0.189,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,30:47.5,16.937,0.189,235
32.4,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,30:48.2,16.937,0.189,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,30:49.7,16.709,0.153,236.8
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,30:50.4,16.709,0.153,236.8
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:51.8,16.443,0.152,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:52.6,16.443,0.152,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,30:53.4,23.013,0.204,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,30:53.4,23.013,0.204,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,30:55.8,22.424,0.2,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,30:56.5,22.234,0.2,235
32.4,50,50,50,go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,30:57.4,22.045,0.196,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,30:58.1,21.836,0.196,235
32.4,50,50,50,go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,30:59.7,17.108,0.157,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:00.4,17.108,0.157,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:01.3,16.69,0.157,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:02.8,16.975,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:03.5,16.918,0.155,235
32.4,50,50,50,go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:04.3,16.899,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:05.8,16.899,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:06.6,16.823,0.154,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:07.4,16.823,0.154,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:08.1,16.614,0.154,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,31:09.7,17.07,0.155,235
32.4,50,50,50,go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,31:10.6,16.69,0.155,235
32.4,50,50,50,go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,31:11.4,16.823,0.155,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,31:12.3,22.956,0.155,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,31:13.8,22.215,0.202,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,31:14.6,22.538,0.202,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,31:15.3,22.538,0.2,235
32.4,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,31:16.9,22.045,0.197,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,31:17.6,21.741,0.197,235
32.4,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,31:18.3,21.741,0.197,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,31:19.8,16.956,0.157,235
32.4,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,31:20.5,16.918,0.157,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,31:21.2,16.709,0.155,235
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,31:22.7,16.367,0.155,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:23.5,16.367,0.152,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:24.3,16.595,0.152,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,31:25.8,22.823,0.202,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,31:26.5,22.367,0.202,235
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,31:27.4,22.614,0.202,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,31:28.7,22.519,0.2,235
32.4,50,50,50,go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,31:29.5,22.253,0.2,236.8
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,31:30.2,22.253,0.197,236.8
32.4,50,50,50,go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,31:31.8,22.102,0.197,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:32.6,17.203,0.158,235
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:33.4,16.823,0.158,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:34.1,16.823,0.158,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:35.6,16.652,0.156,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:36.4,16.652,0.154,236.8
32.4,50,50,50,go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:37.2,16.956,0.154,236.8
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:38.2,16.861,0.154,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:39.7,16.538,0.153,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:40.5,16.538,0.153,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:41.3,16.785,0.154,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:42.8,16.785,0.154,235
32.4,50,50,50,go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,31:43.6,16.975,0.154,235
32.4,50,50,50,go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,31:44.4,16.5,0.154,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:45.2,22.614,0.154,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:46.7,22.291,0.206,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:47.5,22.234,0.199,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:48.2,22.272,0.199,236.8
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,31:49.7,21.874,0.196,236.8
32.4,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,31:50.5,21.874,0.196,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,31:51.2,21.817,0.196,235
32.4,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,31:52.6,20.715,0.175,236.8
32.4,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,31:53.4,17.07,0.175,236.8
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,31:54.9,16.386,0.151,235
32.4,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,31:55.6,16.405,0.151,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,31:56.3,16.405,0.151,235
32.4,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,31:57.8,22.728,0.151,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,31:58.6,22.69,0.203,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,31:59.3,21.836,0.203,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,32:00.7,22.291,0.199,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,32:01.5,22.348,0.199,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,32:02.3,22.614,0.199,235
32.4,50,50,50,go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,32:03.8,22.215,0.202,235
32.4,50,50,50,go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,32:04.5,21.684,0.202,235
