meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/velocity
34:59.9,16.462,0.157,235,60
35:00.6,16.614,0.157,236.8,60
35:02.0,16.234,0.157,236.8,60
35:02.7,16.234,0.157,236.8,60
35:04.1,16.386,0.156,236.8,60
35:04.8,16.386,0.156,236.8,60
35:06.1,16.348,0.157,236.8,60
35:06.8,16.405,0.157,235,60
35:07.5,16.405,0.157,235,60
35:08.9,16.595,0.16,236.8,60
35:09.6,16.595,0.16,236.8,60
35:11.0,16.443,0.155,236.8,60
35:11.7,16.348,0.155,236.8,60
35:13.1,16.5,0.157,236.8,60
35:13.8,16.5,0.157,236.8,60
35:15.1,16.386,0.156,236.8,60
35:15.8,16.386,0.156,236.8,60
35:16.5,16.424,0.156,236.8,60
35:17.9,16.329,0.156,236.8,60
35:18.6,16.329,0.156,236.8,60
35:20.0,16.31,0.156,236.8,60
35:20.7,16.31,0.156,235,60
35:22.1,16.31,0.156,235,60
35:22.7,16.614,0.156,235,60
35:24.1,16.481,0.156,235,60
35:24.8,16.481,0.156,235,60
35:26.2,16.462,0.157,235,60
35:26.9,16.462,0.157,236.8,60
35:27.6,16.31,0.157,236.8,60
35:28.3,16.31,0.157,236.8,60
35:29.9,16.291,0.157,235,60
35:30.6,16.291,0.158,235,60
35:32.0,16.899,0.158,236.8,60
35:32.7,16.519,0.156,236.8,60
35:34.1,16.291,0.156,236.8,60
35:34.8,16.405,0.156,236.8,60
35:35.8,16.405,0.155,236.8,60
35:37.1,16.671,0.157,235,60
35:37.8,16.842,0.157,235,60
35:39.2,16.5,0.157,236.8,60
35:39.9,16.481,0.157,236.8,60
35:40.9,16.481,0.157,236.8,60
35:41.6,16.462,0.159,236.8,60
35:43.0,16.405,0.159,235,60
35:43.7,16.405,0.159,235,60
35:45.1,16.386,0.157,235,60
35:45.7,16.386,0.157,235,60
35:46.4,16.538,0.159,235,60
35:48.1,16.5,0.159,235,60
35:48.8,16.5,0.158,235,60
35:50.2,16.443,0.158,235,60
35:50.9,16.386,0.157,235,60
35:51.5,16.386,0.157,235,60
35:52.9,16.557,0.153,235,60
35:53.6,16.595,0.153,235,60
35:55.1,16.842,0.158,235,60
35:55.1,16.842,0.158,235,60
35:57.2,16.215,0.156,235,60
35:57.8,16.215,0.156,235,60
35:58.6,16.424,0.156,235,60
36:00.0,16.595,0.159,235,60
36:00.6,16.709,0.159,235,60
36:02.0,16.519,0.156,235,60
36:02.7,16.519,0.156,235,60
36:04.1,16.386,0.156,235,60
36:04.8,16.424,0.156,235,60
36:06.2,16.424,0.157,235,60
36:06.8,16.443,0.157,235,60
36:08.2,16.348,0.156,235,60
36:09.0,16.348,0.156,235,60
36:09.6,16.804,0.156,236.8,60
36:11.0,16.5,0.156,236.8,60
36:11.7,16.481,0.156,236.8,60
36:13.1,16.462,0.156,236.8,60
36:13.8,16.462,0.156,236.8,60
36:15.2,16.443,0.156,236.8,60
36:15.9,16.424,0.156,235,60
36:16.6,16.519,0.156,235,60
36:18.0,16.766,0.16,235,60
36:18.7,16.766,0.16,235,60
36:19.6,16.329,0.156,235,60
36:21.0,16.253,0.156,235,60
36:21.7,16.367,0.156,235,60
36:23.1,16.823,0.156,235,60
36:23.8,16.823,0.16,235,60
36:25.2,16.31,0.16,235,60
36:25.9,16.31,0.16,235,60
36:26.6,16.443,0.157,235,60
36:28.0,16.481,0.157,235,60
36:28.7,16.481,0.156,235,60
36:39.7,16.348,0.157,235,70
36:41.1,16.405,0.157,235,70
36:41.8,16.386,0.156,235,70
36:43.2,16.728,0.156,235,70
36:43.8,16.728,0.157,235,70
36:45.2,16.329,0.157,235,70
36:45.9,16.652,0.155,235,70
36:46.6,16.386,0.155,235,70
36:48.0,16.576,0.153,235,70
36:48.7,16.576,0.153,235,70
36:50.1,16.367,0.153,236.8,70
36:50.8,16.652,0.159,236.8,70
36:52.2,16.785,0.159,235,70
36:52.8,16.329,0.156,235,70
36:54.2,16.367,0.156,235,70
36:54.9,16.367,0.154,235,70
36:55.6,16.234,0.154,236.8,70
36:57.0,16.918,0.157,236.8,70
36:58.1,16.728,0.157,236.8,70
36:58.8,16.728,0.157,235,70
37:00.2,16.443,0.158,235,70
37:00.8,16.443,0.158,235,70
37:02.2,16.443,0.157,236.8,70
37:02.9,16.405,0.157,236.8,70
37:03.6,16.405,0.156,236.8,70
37:05.0,16.215,0.156,236.8,70
37:05.7,16.329,0.156,236.8,70
37:07.1,16.842,0.158,235,70
37:07.8,16.747,0.158,235,70
37:09.2,16.519,0.158,236.8,70
37:09.9,16.519,0.158,236.8,70
37:10.6,16.481,0.155,236.8,70
37:12.0,16.253,0.155,235,70
37:12.7,16.329,0.156,235,70
37:14.1,16.728,0.156,235,70
37:14.8,16.728,0.156,235,70
37:16.1,16.31,0.159,235,70
37:16.8,16.31,0.159,235,70
37:18.2,16.31,0.155,235,70
37:18.9,16.443,0.155,235,70
37:20.3,16.918,0.157,236.8,70
37:21.0,16.918,0.157,236.8,70
37:21.7,16.443,0.157,236.8,70
37:23.0,16.405,0.153,235,70
37:23.7,16.386,0.153,235,70
37:25.1,16.519,0.156,236.8,70
37:25.8,16.519,0.156,236.8,70
37:27.2,16.367,0.156,235,70
37:27.9,16.367,0.156,235,70
37:29.3,16.386,0.157,236.8,70
37:30.0,16.709,0.157,236.8,70
37:30.6,16.709,0.157,236.8,70
37:32.0,16.557,0.156,236.8,70
37:32.7,16.519,0.156,236.8,70
37:34.1,16.443,0.157,236.8,70
37:35.1,16.481,0.157,236.8,70
37:35.8,16.481,0.157,236.8,70
37:37.2,16.823,0.157,236.8,70
37:37.9,16.823,0.157,236.8,70
37:38.6,16.557,0.157,235,70
37:40.2,16.462,0.155,235,70
37:40.9,16.424,0.155,236.8,70
37:41.9,16.424,0.155,236.8,70
37:42.6,16.671,0.157,236.8,70
37:44.3,16.956,0.153,235,70
37:45.0,16.405,0.153,236.8,70
37:45.6,16.538,0.153,236.8,70
37:47.0,16.253,0.152,236.8,70
37:47.7,16.253,0.152,235,70
37:49.1,16.272,0.156,235,70
37:49.8,16.386,0.156,236.8,70
37:51.2,16.595,0.156,236.8,70
37:51.9,16.557,0.156,236.8,70
37:52.9,16.557,0.156,236.8,70
37:54.2,16.405,0.156,235,70
37:54.9,16.405,0.156,235,70
37:55.6,16.424,0.157,235,70
37:57.0,16.367,0.157,235,70
37:57.7,16.367,0.156,235,70
37:59.1,16.348,0.156,235,70
37:59.8,16.272,0.156,235,70
38:00.8,16.994,0.155,235,70
38:02.1,16.386,0.156,236.8,70
38:02.8,16.386,0.156,236.8,70
38:04.2,16.462,0.156,235,70
38:04.9,16.462,0.157,235,70
38:06.3,16.614,0.157,235,70
38:07.0,16.804,0.16,235,70
38:07.7,16.804,0.16,236.8,70
38:09.1,16.424,0.157,236.8,70
38:09.8,16.424,0.157,235,70
38:11.1,16.519,0.157,235,70
38:11.8,16.443,0.157,235,70
38:13.2,16.386,0.155,235,70
38:13.9,16.462,0.155,235,70
38:14.8,16.462,0.155,235,70
38:16.1,16.728,0.159,235,70
38:16.8,16.481,0.159,235,70
38:17.5,16.481,0.159,235,70
38:19.3,16.329,0.158,235,70
38:20.0,16.329,0.156,235,70
38:20.6,16.234,0.156,235,70
38:22.0,16.519,0.156,236.8,70
38:22.7,16.576,0.156,236.8,70
38:24.1,16.975,0.156,235,70
38:24.8,16.975,0.159,235,70
38:26.2,16.329,0.159,235,70
38:27.1,16.329,0.156,235,70
38:27.8,16.253,0.156,235,70
38:29.3,16.671,0.16,235,70
38:30.0,16.842,0.16,235,70
38:30.7,16.842,0.16,235,70
38:32.0,16.291,0.157,235,70
38:32.7,16.386,0.157,235,70
38:33.7,16.386,0.156,235,70
38:35.1,16.481,0.156,235,70
38:35.8,16.481,0.156,235,70
38:46.7,16.348,0.156,235,80
38:48.1,16.5,0.156,235,80
38:49.1,16.5,0.159,235,80
38:49.7,16.728,0.159,235,80
38:51.1,16.367,0.157,235,80
38:51.8,16.481,0.157,235,80
38:53.2,16.424,0.157,235,80
38:53.9,16.5,0.157,235,80
38:55.3,16.462,0.157,235,80
38:56.0,16.462,0.156,235,80
38:57.3,16.709,0.156,235,80
38:58.1,16.937,0.16,235,80
38:58.8,16.272,0.16,235,80
39:00.1,16.348,0.156,235,80
39:00.8,16.348,0.156,235,80
39:02.2,16.405,0.158,235,80
39:02.9,16.823,0.158,235,80
39:04.3,16.595,0.156,235,80
39:05.0,16.424,0.156,235,80
39:05.7,16.424,0.156,235,80
39:07.1,16.272,0.156,235,80
39:07.8,16.443,0.156,235,80
39:09.1,16.291,0.156,235,80
39:09.8,16.519,0.156,235,80
39:11.2,16.291,0.155,235,80
39:11.9,16.291,0.155,235,80
39:13.3,16.671,0.156,235,80
39:14.0,16.519,0.156,235,80
39:14.7,16.519,0.156,235,80
39:16.1,16.386,0.157,235,80
39:16.8,16.386,0.157,235,80
39:18.1,16.329,0.156,235,80
39:18.8,16.367,0.156,235,80
39:20.2,16.804,0.16,235,80
39:20.9,16.633,0.16,235,80
39:22.3,16.348,0.153,235,80
39:23.0,16.348,0.153,235,80
39:24.4,16.462,0.153,235,80
39:25.1,16.253,0.153,235,80
39:25.7,17.108,0.153,235,80
39:27.1,16.747,0.16,235,80
39:27.8,16.747,0.16,235,80
39:29.2,16.348,0.156,235,80
39:29.9,16.386,0.156,235,80
39:31.3,16.367,0.153,235,80
39:32.0,16.424,0.153,235,80
39:33.3,16.405,0.153,235,80
39:34.4,16.405,0.152,235,80
39:35.1,16.405,0.152,235,80
39:35.7,16.785,0.155,235,80
39:37.1,16.367,0.155,235,80
39:37.8,16.367,0.155,235,80
39:39.3,16.367,0.154,236.8,80
39:40.0,16.367,0.154,236.8,80
39:40.7,16.424,0.159,236.8,80
39:42.1,16.405,0.159,235,80
39:42.8,16.405,0.157,235,80
39:44.1,16.785,0.157,235,80
39:44.8,16.652,0.157,235,80
39:46.2,16.367,0.157,235,80
39:46.9,16.253,0.156,235,80
39:48.3,16.443,0.156,235,80
39:49.0,16.443,0.156,235,80
39:50.4,16.975,0.16,235,80
39:51.1,16.386,0.16,235,80
39:51.7,16.481,0.157,235,80
39:53.1,16.253,0.157,235,80
39:53.8,16.253,0.156,235,80
39:55.2,16.538,0.156,235,80
39:55.9,16.31,0.156,235,80
39:56.6,16.386,0.156,235,80
39:57.7,16.386,0.156,235,80
39:59.1,16.633,0.157,235,80
39:59.9,16.633,0.157,235,80
40:01.2,16.348,0.158,235,80
40:01.9,16.481,0.158,235,80
40:03.3,16.348,0.157,235,80
40:04.0,16.291,0.157,235,80
40:05.4,16.253,0.157,235,80
40:06.1,16.253,0.157,235,80
40:06.8,16.842,0.157,235,80
40:08.1,16.538,0.161,235,80
40:08.8,16.291,0.161,235,80
40:09.8,16.291,0.157,235,80
40:11.2,16.5,0.157,235,80
40:11.8,16.576,0.158,235,80
40:13.2,16.918,0.158,235,80
40:13.9,16.31,0.158,235,80
40:15.3,16.519,0.158,235,80
40:16.0,16.519,0.155,235,80
40:17.4,16.329,0.155,235,80
40:18.1,16.443,0.156,235,80
40:18.8,16.557,0.156,235,80
40:20.2,16.462,0.156,235,80
40:20.9,16.462,0.157,235,80
40:22.2,16.519,0.157,235,80
40:22.9,16.652,0.159,235,80
40:24.3,16.519,0.159,235,80
40:25.0,16.424,0.155,235,80
40:25.9,16.424,0.155,235,80
40:27.3,16.462,0.157,235,80
40:28.0,16.405,0.157,235,80
40:29.4,16.443,0.159,235,80
40:30.1,16.994,0.159,235,80
40:30.8,16.994,0.159,235,80
40:32.2,16.462,0.157,235,80
40:32.9,16.804,0.157,235,80
40:34.2,16.462,0.156,235,80
40:34.9,16.671,0.156,235,80
40:36.4,16.766,0.158,235,80
40:37.1,16.443,0.158,235,80
40:37.8,16.443,0.158,235,80
40:39.1,16.443,0.153,235,80
40:39.8,16.367,0.153,235,80
40:41.2,16.443,0.158,235,80
40:51.8,16.405,0.153,235,90
40:53.1,16.291,0.153,235,90
40:53.8,16.348,0.153,235,90
40:55.2,16.576,0.153,235,90
40:55.9,16.576,0.156,235,90
40:57.3,16.348,0.156,235,90
40:58.0,16.557,0.157,235,90
40:59.4,16.386,0.157,235,90
41:00.1,16.443,0.157,235,90
41:00.7,16.443,0.157,235,90
41:02.1,16.329,0.158,235,90
41:02.8,16.519,0.158,235,90
41:04.2,16.994,0.158,235,90
41:04.9,16.462,0.156,235,90
41:06.4,16.291,0.156,235,90
41:07.1,16.291,0.157,235,90
41:07.8,16.424,0.157,235,90
41:09.2,17.032,0.161,235,90
41:09.8,16.462,0.161,235,90
41:11.2,16.576,0.158,235,90
41:11.9,16.576,0.158,235,90
41:13.4,16.462,0.157,235,90
41:14.2,16.462,0.157,235,90
41:15.0,16.443,0.157,235,90
41:15.8,16.557,0.156,235,90
41:17.4,16.386,0.156,235,90
41:18.1,16.386,0.159,235,90
41:18.8,16.785,0.159,235,90
41:20.2,16.348,0.157,235,90
41:20.9,16.614,0.157,235,90
41:22.3,16.424,0.156,235,90
41:23.0,16.424,0.156,235,90
41:24.1,16.424,0.156,235,90
41:24.8,16.443,0.156,235,90
41:26.2,16.747,0.156,235,90
41:26.9,16.728,0.16,235,90
41:28.3,16.405,0.16,235,90
41:29.0,16.405,0.157,235,90
41:30.4,16.443,0.157,235,90
41:31.1,16.424,0.157,235,90
41:32.4,16.994,0.159,235,90
41:33.1,16.614,0.159,235,90
41:33.8,16.614,0.158,235,90
41:35.3,16.576,0.158,235,90
41:35.9,16.424,0.157,235,90
41:37.3,16.481,0.157,236.8,90
41:38.0,16.31,0.156,236.8,90
41:39.4,16.462,0.156,235,90
41:40.1,16.462,0.157,235,90
41:40.8,16.348,0.157,235,90
41:42.2,16.766,0.157,236.8,90
41:43.0,16.519,0.156,236.8,90
41:44.3,16.481,0.156,236.8,90
41:45.0,16.481,0.157,236.8,90
41:46.4,16.519,0.157,235,90
41:47.1,16.367,0.158,235,90
41:47.8,16.519,0.158,235,90
41:49.2,16.747,0.161,235,90
41:50.0,16.747,0.161,235,90
41:51.4,16.405,0.161,235,90
41:52.1,16.405,0.157,235,90
41:53.0,16.576,0.157,235,90
41:53.7,16.576,0.157,235,90
41:54.9,16.367,0.157,235,90
41:56.3,16.443,0.16,235,90
41:57.0,16.443,0.16,236.8,90
41:58.4,16.519,0.157,236.8,90
41:59.1,16.443,0.157,236.8,90
41:59.8,16.443,0.157,236.8,90
42:01.2,16.443,0.157,235,90
42:01.9,16.443,0.157,235,90
42:03.3,16.329,0.157,235,90
42:04.0,16.5,0.157,235,90
42:05.3,16.595,0.159,235,90
42:06.0,16.595,0.159,236.8,90
42:07.4,16.481,0.158,236.8,90
42:08.1,16.481,0.158,236.8,90
42:09.4,16.462,0.158,236.8,90
42:10.0,16.329,0.157,236.8,90
42:11.4,16.443,0.157,236.8,90
42:12.1,16.443,0.157,236.8,90
42:12.8,16.88,0.157,236.8,90
42:14.2,16.633,0.157,236.8,90
42:14.9,16.329,0.157,236.8,90
42:15.6,16.329,0.157,236.8,90
42:17.2,16.595,0.157,236.8,90
42:17.9,16.595,0.157,236.8,90
42:19.3,16.899,0.16,236.8,90
42:20.0,16.367,0.16,236.8,90
42:21.4,16.595,0.154,235,90
42:22.1,16.424,0.154,235,90
42:23.4,16.519,0.157,235,90
42:24.1,16.519,0.157,235,90
42:24.8,16.424,0.157,235,90
42:26.2,16.462,0.157,236.8,90
42:26.9,16.462,0.157,236.8,90
42:28.3,16.538,0.157,236.8,90
42:28.9,16.538,0.157,236.8,90
42:30.3,16.424,0.157,236.8,90
42:31.0,16.462,0.157,236.8,90
42:31.9,16.462,0.156,236.8,90
42:33.3,16.367,0.156,236.8,90
42:34.0,16.367,0.156,236.8,90
42:35.3,16.329,0.156,236.8,90
42:36.0,16.842,0.16,236.8,90
42:37.4,16.69,0.16,236.8,90
42:38.1,16.348,0.16,236.8,90
42:39.5,16.462,0.156,235,90
42:40.2,16.462,0.156,235,90
42:40.9,16.5,0.158,235,90
42:42.2,16.88,0.158,236.8,90
42:42.9,16.386,0.157,236.8,90
42:44.3,16.5,0.157,236.8,90
42:45.0,16.5,0.153,236.8,90
42:46.4,16.443,0.153,235,90
42:47.1,16.576,0.153,235,90
42:57.9,16.177,0.157,235,100
42:59.4,16.329,0.157,236.8,100
43:00.1,16.329,0.157,236.8,100
43:01.4,16.595,0.156,236.8,100
43:02.1,16.443,0.156,236.8,100
43:02.8,16.443,0.158,236.8,100
43:04.2,16.671,0.158,236.8,100
43:04.9,16.557,0.156,236.8,100
43:06.3,16.291,0.156,235,100
43:07.0,16.538,0.156,235,100
43:08.4,16.386,0.156,235,100
43:09.0,16.386,0.161,235,100
43:10.4,16.899,0.161,236.8,100
43:11.1,16.272,0.161,236.8,100
43:12.5,16.424,0.157,235,100
43:13.2,16.462,0.157,235,100
43:14.5,16.462,0.156,235,100
43:15.4,16.671,0.156,236.8,100
43:16.1,16.728,0.158,236.8,100
43:17.5,16.405,0.158,236.8,100
43:18.2,16.405,0.156,236.8,100
43:18.8,16.405,0.156,236.8,100
43:20.2,16.291,0.157,236.8,100
43:20.9,16.386,0.157,236.8,100
43:22.3,16.367,0.157,235,100
43:23.0,16.386,0.157,235,100
43:24.4,16.766,0.157,235,100
43:25.1,16.766,0.159,235,100
43:25.8,16.329,0.159,236.8,100
43:27.5,16.614,0.155,236.8,100
43:28.2,16.462,0.155,235,100
43:28.9,16.462,0.155,235,100
43:30.3,16.348,0.154,236.8,100
43:31.0,16.348,0.154,236.8,100
43:32.4,16.671,0.157,235,100
43:33.0,17.07,0.157,235,100
43:34.4,16.31,0.156,235,100
43:35.1,16.424,0.156,236.8,100
43:36.5,16.424,0.152,236.8,100
43:37.2,16.424,0.152,235,100
43:37.9,16.728,0.152,235,100
43:39.3,16.709,0.158,235,100
43:40.0,16.386,0.158,235,100
43:41.3,16.31,0.158,235,100
43:42.0,16.31,0.158,235,100
43:43.4,16.443,0.156,236.8,100
43:44.1,16.443,0.156,236.8,100
43:45.5,16.367,0.155,236.8,100
43:46.2,16.405,0.155,236.8,100
43:46.9,16.405,0.155,236.8,100
43:48.3,16.804,0.157,236.8,100
43:48.9,16.367,0.157,236.8,100
43:49.6,16.367,0.157,236.8,100
43:51.3,16.348,0.157,236.8,100
43:52.0,16.348,0.157,236.8,100
43:53.4,16.443,0.157,235,100
43:54.1,16.405,0.157,235,100
43:55.5,16.614,0.157,236.8,100
43:56.1,16.766,0.16,236.8,100
43:57.5,16.405,0.16,236.8,100
43:58.2,16.405,0.156,236.8,100
43:58.9,16.329,0.156,236.8,100
44:00.3,16.405,0.156,236.8,100
44:01.0,16.842,0.158,236.8,100
44:02.4,16.671,0.158,236.8,100
44:03.3,16.671,0.156,236.8,100
44:04.0,16.576,0.156,236.8,100
44:05.5,16.481,0.156,236.8,100
44:06.2,16.5,0.156,236.8,100
44:07.3,16.5,0.156,236.8,100
44:07.9,16.481,0.156,236.8,100
44:09.3,16.443,0.156,235,100
44:10.0,16.424,0.156,235,100
44:11.1,16.861,0.156,236.8,100
44:12.5,16.519,0.156,236.8,100
44:13.2,16.519,0.156,235,100
44:13.9,16.519,0.156,235,100
44:15.3,16.291,0.159,235,100
44:16.0,16.481,0.159,235,100
44:16.6,16.481,0.156,235,100
44:18.3,16.557,0.156,236.8,100
44:19.0,16.633,0.159,236.8,100
44:20.4,16.994,0.159,236.8,100
44:21.1,16.291,0.156,236.8,100
44:22.4,16.519,0.156,236.8,100
44:23.1,16.424,0.155,236.8,100
44:24.5,16.728,0.155,235,100
44:25.2,16.728,0.16,235,100
44:25.9,16.576,0.16,236.8,100
44:27.3,16.595,0.154,236.8,100
44:28.0,16.348,0.154,236.8,100
44:29.4,16.348,0.154,236.8,100
44:30.4,16.348,0.153,236.8,100
44:31.0,16.329,0.153,236.8,100
44:32.4,16.253,0.156,236.8,100
44:33.1,16.405,0.156,236.8,100
44:33.9,16.405,0.156,236.8,100
44:35.3,16.842,0.159,236.8,100
44:36.2,16.5,0.159,236.8,100
44:37.4,16.576,0.159,235,100
44:38.1,16.386,0.159,235,100
44:39.5,16.5,0.153,235,100
44:40.2,16.5,0.153,235,100
44:40.9,16.329,0.153,235,100
44:42.5,16.804,0.154,235,100
44:43.2,16.709,0.154,235,100
44:43.9,16.367,0.154,235,100
44:45.3,16.443,0.154,235,100
44:46.0,16.443,0.153,235,100
44:47.4,16.386,0.153,235,100
44:48.1,16.975,0.162,235,100
44:48.8,16.975,0.162,236.8,100
44:49.8,16.576,0.162,236.8,100
44:51.3,16.31,0.154,236.8,100
44:52.0,16.31,0.154,236.8,100
44:53.4,16.405,0.154,236.8,100
44:54.2,16.405,0.154,236.8,100
