meross/sample_timestamp,meross/power,meross/current,meross/voltage
51:02.3,16.158,0.153,236.8
51:03.8,16.348,0.153,236.8
51:05.3,16.291,0.153,236.8
51:06.0,16.291,0.153,236.8
51:06.0,16.291,0.153,236.8
51:07.9,16.367,0.153,236.8
51:09.5,16.272,0.153,236.8
51:10.5,16.234,0.153,236.8
51:10.5,16.234,0.153,236.8
51:12.1,16.234,0.153,236.8
51:12.9,16.367,0.154,236.8
51:13.8,16.367,0.154,236.8
51:13.8,16.367,0.154,236.8
51:13.8,16.367,0.154,236.8
51:17.3,16.177,0.154,236.8
51:17.3,16.177,0.154,236.8
51:19.2,16.31,0.153,236.8
51:19.9,16.253,0.153,236.8
51:20.8,16.31,0.153,236.8
51:20.8,16.31,0.153,236.8
51:22.6,16.462,0.153,236.8
51:23.8,16.272,0.153,236.8
51:24.8,16.329,0.153,236.8
51:26.5,16.329,0.153,236.8
51:26.5,16.329,0.153,236.8
51:28.0,16.386,0.153,236.8
51:28.0,16.386,0.153,236.8
51:28.0,16.386,0.153,236.8
51:31.3,16.253,0.153,236.8
51:32.1,16.291,0.153,236.8
51:33.2,16.215,0.154,236.8
51:33.9,16.405,0.154,236.8
51:35.0,16.405,0.154,236.8
51:35.0,16.405,0.154,236.8
51:36.6,16.481,0.154,236.8
51:38.4,16.291,0.153,236.8
51:39.1,16.215,0.153,236.8
51:39.8,16.215,0.153,236.8
51:40.7,16.139,0.153,236.8
51:42.5,16.291,0.153,236.8
51:42.5,16.291,0.153,236.8
51:44.1,16.291,0.153,236.8
51:44.9,16.443,0.153,236.8
51:46.4,16.31,0.152,236.8
51:47.5,16.31,0.152,236.8
51:48.2,16.462,0.153,236.8
51:49.0,16.405,0.153,236.8
51:49.0,16.405,0.153,236.8
51:51.0,16.405,0.153,236.8
51:52.5,16.31,0.154,236.8
51:53.3,16.329,0.153,236.8
51:53.3,16.329,0.153,236.8
51:55.6,16.31,0.153,236.8
51:55.6,16.31,0.153,236.8
51:56.8,16.272,0.153,236.8
51:57.9,16.329,0.153,236.8
51:59.4,16.462,0.154,236.8
52:00.1,16.12,0.154,236.8
52:01.1,16.12,0.154,236.8
52:02.0,16.253,0.154,236.8
52:02.9,16.291,0.154,236.8
52:04.5,16.12,0.153,236.8
52:04.5,16.12,0.153,236.8
52:06.0,16.253,0.153,236.8
52:06.0,16.253,0.153,236.8
52:08.0,16.405,0.153,236.8
52:08.0,16.405,0.153,236.8
52:09.7,16.329,0.153,236.8
52:11.6,16.481,0.153,236.8
52:12.4,16.291,0.153,236.8
52:12.4,16.291,0.153,236.8
52:14.1,16.291,0.153,236.8
52:14.9,16.424,0.153,236.8
52:15.8,16.424,0.153,236.8
52:16.9,16.329,0.153,236.8
52:18.4,16.272,0.153,236.8
52:19.3,16.272,0.153,236.8
52:20.0,16.234,0.153,236.8
52:21.5,16.272,0.153,236.8
52:22.2,16.291,0.153,236.8
52:22.9,16.291,0.153,236.8
52:23.6,16.329,0.153,236.8
52:25.5,16.5,0.153,236.8
52:26.3,16.367,0.153,236.8
52:27.0,16.367,0.154,236.8
52:28.0,16.462,0.154,236.8
52:29.5,16.348,0.153,236.8
52:30.3,16.31,0.153,236.8
52:31.0,16.291,0.154,236.8
52:31.7,16.291,0.154,236.8
52:33.0,16.405,0.154,236.8
52:34.5,16.405,0.154,236.8
52:35.2,16.31,0.154,236.8
52:36.0,16.234,0.153,236.8
52:37.5,16.31,0.153,236.8
52:38.2,16.31,0.153,236.8
52:38.9,16.348,0.153,236.8
52:40.6,16.519,0.153,236.8
52:41.3,16.424,0.153,236.8
52:42.0,16.443,0.153,236.8
52:43.6,16.329,0.153,236.8
52:44.3,16.329,0.153,236.8
52:45.0,16.424,0.154,236.8
52:46.4,16.405,0.154,236.8
52:47.1,16.519,0.154,236.8
52:47.8,16.519,0.154,236.8
52:48.7,16.12,0.154,236.8
52:50.0,16.12,0.153,236.8
52:51.5,16.291,0.153,236.8
52:52.2,16.196,0.153,236.8
52:53.6,16.386,0.153,236.8
52:54.3,16.386,0.153,236.8
52:55.0,16.424,0.153,236.8
52:56.4,16.367,0.153,236.8
52:57.1,16.348,0.153,236.8
52:58.5,16.253,0.153,236.8
52:59.2,16.253,0.153,236.8
52:59.9,16.329,0.153,236.8
53:01.1,16.329,0.153,236.8
53:01.9,16.443,0.153,236.8
53:03.0,16.443,0.153,236.8
53:04.5,16.424,0.154,236.8
53:04.5,16.424,0.154,236.8
53:04.5,16.424,0.154,236.8
53:07.5,16.424,0.154,236.8
53:08.3,16.196,0.153,236.8
53:09.0,16.196,0.153,236.8
53:10.4,16.329,0.153,236.8
53:10.4,16.329,0.153,236.8
53:12.6,16.329,0.153,236.8
53:12.6,16.329,0.153,236.8
53:14.4,16.424,0.153,235
53:15.1,16.424,0.153,235
53:16.2,16.424,0.153,235
53:16.9,16.386,0.152,235
53:17.8,16.386,0.152,235
53:18.8,16.424,0.153,235
53:20.4,16.386,0.153,235
53:21.3,16.519,0.153,235
53:22.1,16.253,0.153,235
53:22.9,16.253,0.153,235
53:22.9,16.253,0.153,235
53:25.1,16.424,0.153,235
53:26.0,16.386,0.153,235
53:26.8,16.481,0.153,236.8
53:28.6,16.348,0.155,235
53:29.4,16.329,0.155,235
53:29.4,16.329,0.155,235
53:31.1,16.329,0.153,235
53:31.9,16.272,0.153,236.8
53:33.4,16.443,0.153,236.8
53:34.2,16.443,0.154,236.8
53:35.7,16.443,0.154,236.8
53:36.5,16.329,0.153,236.8
53:37.2,16.481,0.153,235
53:38.0,16.082,0.153,235
53:38.8,16.082,0.153,235
53:40.5,16.272,0.153,235
53:40.5,16.272,0.153,235
53:41.9,16.272,0.154,235
53:43.5,16.253,0.153,235
53:44.3,16.405,0.153,236.8
53:45.1,16.405,0.153,236.8
53:45.8,16.443,0.154,236.8
53:47.5,16.272,0.154,235
53:48.3,16.348,0.154,235
53:48.3,16.348,0.154,235
53:49.8,16.557,0.154,235
53:49.8,16.557,0.154,235
53:52.7,16.405,0.154,236.8
53:52.7,16.405,0.154,236.8
53:54.2,16.329,0.154,235
53:55.0,16.5,0.153,235
53:56.6,16.367,0.154,235
53:56.6,16.367,0.154,235
53:58.5,16.367,0.154,236.8
53:59.3,16.443,0.154,236.8
54:00.0,16.443,0.154,236.8
54:00.7,16.348,0.154,236.8
54:02.3,16.272,0.154,236.8
54:03.1,16.348,0.153,236.8
54:04.6,16.348,0.153,236.8
54:05.4,16.424,0.154,236.8
54:06.3,16.424,0.154,236.8
54:07.1,16.424,0.154,236.8
54:08.5,16.424,0.154,236.8
54:08.5,16.424,0.154,236.8
54:10.1,16.31,0.154,235
54:11.0,16.329,0.153,236.8
54:12.2,16.31,0.153,236.8
54:13.0,16.386,0.154,235
54:13.7,16.348,0.154,235
54:14.9,16.348,0.153,235
54:16.6,16.538,0.154,235
54:17.4,16.538,0.154,236.8
54:18.3,16.272,0.154,236.8
54:18.3,16.272,0.154,236.8
54:20.6,16.272,0.154,236.8
54:21.5,16.253,0.153,235
54:22.3,16.253,0.153,235
54:23.0,16.386,0.154,235
54:24.4,16.367,0.154,235
54:25.3,16.519,0.154,235
54:26.0,16.519,0.154,235
54:26.0,16.519,0.154,235
54:28.7,16.272,0.155,236.8
54:29.4,16.405,0.155,236.8
54:30.4,16.405,0.153,236.8
54:31.3,16.405,0.153,235
54:32.2,16.367,0.153,235
54:33.2,16.405,0.154,235
54:34.7,16.367,0.154,235
54:34.7,16.367,0.154,235
54:35.9,16.31,0.153,235
54:36.9,16.272,0.154,235
54:37.9,16.424,0.154,235
54:38.7,16.31,0.154,235
54:39.9,16.31,0.153,235
54:40.9,16.386,0.153,235
54:42.5,16.386,0.154,235
54:43.3,16.386,0.154,235
54:44.1,16.348,0.154,235
54:44.9,16.424,0.154,236.8
54:46.6,16.139,0.154,235
54:47.5,16.272,0.154,235
54:48.2,16.272,0.153,235
54:48.9,16.386,0.153,235
54:48.9,16.386,0.153,235
54:51.5,16.386,0.153,235
54:52.3,16.462,0.153,235
54:53.6,16.462,0.155,235
54:54.3,16.329,0.155,235
54:55.6,16.367,0.155,235
54:55.6,16.367,0.155,235
54:57.3,16.405,0.155,235
54:58.3,16.367,0.157,235
54:59.1,16.348,0.154,235
55:00.7,16.424,0.154,235
55:01.6,16.5,0.154,235
55:02.3,16.272,0.154,235
55:03.6,16.272,0.154,235
55:04.3,16.348,0.153,235
55:05.0,16.462,0.153,235
55:05.8,16.462,0.153,235
55:07.5,16.329,0.154,235
55:08.2,16.329,0.154,235
55:09.2,16.462,0.154,235
55:09.2,16.462,0.154,235
55:11.4,16.329,0.154,235
55:11.4,16.329,0.154,235
55:12.8,16.386,0.154,235
55:12.8,16.386,0.154,235
55:15.4,16.272,0.153,235
55:16.3,16.31,0.154,235
55:17.7,16.31,0.154,235
55:18.7,16.329,0.155,235
55:18.7,16.329,0.155,235
55:18.7,16.329,0.155,235
55:21.1,16.329,0.153,235
55:22.0,16.348,0.154,235
55:22.9,16.5,0.154,235
55:24.3,16.367,0.154,235
55:25.1,16.386,0.154,235
55:26.5,16.291,0.154,235
55:27.3,16.31,0.153,235
55:28.5,16.31,0.153,235
55:29.4,16.443,0.153,235
55:30.2,16.367,0.153,235
55:31.0,16.291,0.153,235
55:32.5,16.291,0.153,236.8
55:33.3,16.424,0.155,236.8
55:34.0,16.424,0.155,235
55:35.5,16.386,0.153,235
55:36.3,16.329,0.153,235
55:36.3,16.329,0.153,235
55:38.6,16.291,0.153,235
55:39.4,16.291,0.153,235
55:40.1,16.443,0.154,235
55:41.2,16.272,0.154,235
55:42.0,16.348,0.154,235
55:43.6,16.234,0.154,235
55:44.5,16.386,0.154,235
55:45.1,16.386,0.154,235
55:45.8,16.348,0.154,235
55:45.8,16.348,0.154,235
55:47.9,16.348,0.153,235
55:49.0,16.31,0.153,235
55:50.3,16.272,0.153,235
55:51.1,16.481,0.154,235
55:52.6,16.481,0.154,235
55:53.3,16.234,0.154,235
55:54.1,16.234,0.154,235
55:55.3,16.462,0.154,235
55:56.1,16.424,0.154,235
55:56.9,16.386,0.154,235
55:58.6,16.348,0.153,235
55:59.4,16.272,0.153,235
56:00.1,16.272,0.154,235
56:00.1,16.272,0.154,235
56:02.1,16.215,0.154,235
56:02.9,16.272,0.154,235
56:04.1,16.272,0.154,235
56:05.6,16.348,0.154,235
56:06.7,16.348,0.154,235
56:07.7,16.367,0.154,235
56:08.6,16.386,0.154,235
56:09.3,16.367,0.155,235
56:09.3,16.367,0.155,235
56:09.3,16.367,0.155,235
56:12.1,16.367,0.155,235
56:13.8,16.481,0.153,236.8
56:13.8,16.481,0.153,236.8
56:15.6,16.253,0.154,236.8
56:16.3,16.253,0.154,236.8
56:17.1,16.424,0.154,236.8
56:18.3,16.424,0.154,236.8
56:19.2,16.291,0.154,236.8
56:20.7,16.386,0.154,236.8
56:20.7,16.386,0.154,236.8
56:21.9,16.386,0.154,236.8
56:23.4,16.31,0.154,236.8
56:23.4,16.31,0.154,236.8
56:25.1,16.367,0.154,236.8
56:25.1,16.367,0.154,236.8
56:26.9,16.386,0.154,236.8
56:28.2,16.291,0.154,236.8
56:29.1,16.367,0.154,236.8
56:30.1,16.424,0.153,236.8
56:31.2,16.405,0.153,236.8
56:32.6,16.443,0.155,236.8
56:33.4,16.443,0.155,236.8
56:34.3,16.462,0.154,236.8
56:35.8,16.424,0.153,236.8
56:36.6,16.348,0.153,236.8
56:36.6,16.348,0.153,236.8
56:38.6,16.348,0.153,236.8
56:38.6,16.348,0.153,236.8
56:38.6,16.348,0.153,236.8
56:41.0,16.31,0.153,236.8
56:42.7,16.367,0.154,236.8
56:42.7,16.367,0.154,236.8
56:44.0,16.367,0.154,236.8
56:45.0,16.443,0.154,236.8
56:46.1,16.424,0.154,236.8
56:46.1,16.424,0.154,236.8
56:48.7,16.424,0.154,236.8
56:49.6,16.462,0.155,236.8
56:50.4,16.424,0.155,236.8
56:51.5,16.424,0.155,236.8
56:51.5,16.424,0.155,236.8
56:52.9,16.367,0.153,236.8
56:53.9,16.348,0.153,236.8
56:53.9,16.348,0.153,236.8
56:56.7,16.405,0.153,236.8
56:57.6,16.348,0.154,236.8
56:58.7,16.348,0.154,236.8
56:59.5,16.31,0.154,236.8
57:00.2,16.31,0.154,236.8
57:01.4,16.31,0.154,236.8
57:02.3,16.5,0.154,236.8
57:03.1,16.348,0.153,236.8
57:04.8,16.424,0.153,236.8
57:05.6,16.348,0.153,236.8
57:05.6,16.348,0.153,236.8
57:07.7,16.291,0.153,236.8
57:07.7,16.291,0.153,236.8
57:09.0,16.291,0.153,236.8
57:10.2,16.348,0.155,236.8
57:11.4,16.329,0.155,236.8
57:11.4,16.329,0.155,236.8
57:13.0,16.31,0.154,236.8
57:13.8,16.272,0.153,236.8
57:15.8,16.234,0.153,236.8
57:16.6,16.386,0.154,236.8
57:17.4,16.139,0.154,236.8
57:18.3,16.139,0.153,236.8
57:19.1,16.348,0.153,236.8
57:20.0,16.329,0.153,236.8
57:21.7,16.367,0.154,236.8
57:22.8,16.139,0.154,236.8
57:22.8,16.139,0.154,236.8
57:22.8,16.139,0.154,236.8
57:25.2,16.405,0.154,236.8
57:26.1,16.234,0.153,236.8
57:27.0,16.272,0.153,236.8
57:28.7,16.424,0.153,236.8
57:29.6,16.424,0.153,236.8
57:30.3,16.234,0.153,236.8
57:31.6,16.367,0.153,236.8
57:31.6,16.367,0.153,236.8
57:33.2,16.367,0.153,236.8
57:34.5,16.367,0.153,236.8
57:35.2,16.329,0.153,236.8
57:36.8,16.31,0.153,236.8
57:37.5,16.367,0.153,236.8
57:38.2,16.367,0.153,236.8
57:39.6,16.253,0.154,236.8
57:40.3,16.253,0.154,236.8
57:41.7,16.234,0.155,236.8
57:42.4,16.12,0.155,236.8
57:43.8,16.367,0.155,236.8
57:43.8,16.367,0.155,236.8
57:43.8,16.367,0.155,236.8
57:43.8,16.367,0.155,236.8
57:47.6,16.31,0.155,236.8
57:48.3,16.291,0.155,236.8
57:49.7,16.272,0.155,236.8
57:50.4,16.272,0.155,236.8
57:51.8,16.405,0.155,236.8
57:52.5,16.367,0.155,236.8
57:53.2,16.367,0.155,236.8
57:54.6,16.329,0.154,236.8
57:55.3,16.329,0.154,236.8
57:56.3,16.462,0.154,236.8
57:56.3,16.462,0.154,236.8
57:56.3,16.462,0.154,236.8
57:59.6,16.481,0.155,236.8
58:00.3,16.31,0.154,236.8
58:01.4,16.462,0.153,236.8
58:02.4,16.329,0.153,236.8
58:03.3,16.329,0.154,236.8
58:03.3,16.329,0.154,236.8
58:05.0,16.443,0.154,236.8
58:06.5,16.329,0.153,236.8
58:07.6,16.386,0.154,236.8
58:07.6,16.386,0.154,236.8
58:09.3,16.31,0.154,236.8
58:09.3,16.31,0.154,236.8
58:09.3,16.31,0.154,236.8
58:12.2,16.481,0.154,236.8
58:13.7,16.31,0.155,236.8
58:14.8,16.386,0.155,236.8
58:14.8,16.386,0.155,236.8
58:16.1,16.386,0.155,236.8
58:16.1,16.386,0.155,236.8
58:16.1,16.386,0.155,236.8
58:19.7,16.443,0.155,236.8
58:20.5,16.291,0.155,236.8
58:21.2,16.291,0.155,236.8
58:22.0,16.462,0.155,236.8
58:22.9,16.462,0.155,236.8
58:24.0,16.462,0.153,236.8
58:25.0,16.348,0.153,236.8
58:26.2,16.709,0.153,236.8
