meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/belt_speed
28:42.7,17.601,0.169,235,30
28:44.0,17.753,0.17,235,30
28:44.7,17.867,0.17,235,30
28:46.1,17.829,0.175,235,30
28:46.8,17.658,0.175,235,30
28:48.2,17.905,0.176,235,30
28:48.9,17.791,0.176,235,30
28:49.6,17.791,0.176,235,30
28:51.0,17.734,0.175,235,30
28:51.7,17.867,0.175,235,30
28:53.1,17.791,0.17,235,30
28:53.8,17.791,0.17,235,30
28:55.2,17.639,0.175,235,30
28:55.9,17.696,0.175,235,30
28:56.6,17.696,0.17,235,30
28:58.0,17.791,0.17,235,30
28:58.7,17.791,0.17,235,30
29:00.0,17.601,0.167,235,30
29:00.7,17.905,0.167,235,30
29:02.1,17.791,0.169,235,30
29:02.8,17.639,0.169,235,30
29:04.2,17.829,0.169,235,30
29:04.9,17.829,0.169,235,30
29:06.3,17.829,0.176,235,30
29:07.0,17.829,0.176,235,30
29:07.7,17.753,0.174,235,30
29:09.1,17.753,0.174,235,30
29:09.8,17.734,0.176,235,30
29:11.2,17.734,0.176,235,30
29:11.9,17.525,0.172,235,30
29:13.3,18.076,0.172,235,30
29:13.9,17.829,0.174,235,30
29:14.6,17.829,0.174,236.8,30
29:16.0,17.658,0.173,236.8,30
29:16.7,17.829,0.173,236.8,30
29:18.1,17.886,0.173,235,30
29:18.8,17.772,0.173,235,30
29:20.2,17.544,0.173,235,30
29:20.9,17.715,0.169,235,30
29:22.3,17.696,0.169,235,30
29:22.9,17.696,0.17,235,30
29:23.6,17.734,0.17,235,30
29:25.0,17.563,0.169,235,30
29:25.7,17.886,0.169,235,30
29:27.1,17.905,0.175,235,30
29:27.8,17.772,0.175,235,30
29:29.2,17.772,0.174,235,30
29:29.9,17.772,0.174,235,30
29:31.2,17.715,0.169,235,30
29:31.9,17.715,0.169,235,30
29:32.6,17.734,0.169,235,30
29:34.0,17.715,0.17,235,30
29:34.7,17.867,0.17,235,30
29:36.1,17.677,0.17,235,30
29:36.8,17.601,0.17,235,30
29:38.2,17.943,0.171,235,30
29:38.9,17.943,0.171,235,30
29:40.2,17.715,0.168,235,30
29:40.9,17.715,0.168,235,30
29:41.6,17.639,0.168,235,30
29:43.0,17.772,0.169,235,30
29:43.7,17.639,0.169,235,30
29:45.1,17.715,0.174,235,30
29:45.8,17.715,0.174,235,30
29:47.2,17.715,0.175,235,30
29:47.9,17.715,0.175,235,30
29:49.3,17.734,0.173,235,30
29:50.0,17.62,0.173,235,30
29:50.6,18.057,0.175,235,30
29:52.0,17.829,0.175,235,30
29:52.7,17.829,0.175,235,30
29:54.1,17.734,0.174,235,30
29:54.8,17.734,0.174,235,30
29:56.2,17.696,0.176,235,30
29:56.9,17.753,0.176,235,30
29:58.3,17.81,0.173,236.8,30
29:59.0,17.696,0.173,236.8,30
29:59.7,17.677,0.168,236.8,30
30:01.1,17.734,0.168,236.8,30
30:01.8,17.734,0.167,236.8,30
30:03.1,17.772,0.167,236.8,30
30:03.8,17.772,0.175,236.8,30
30:05.2,17.791,0.175,235,30
30:05.9,17.658,0.17,235,30
30:07.3,17.753,0.17,235,30
30:08.1,17.696,0.175,235,30
30:08.8,17.867,0.175,235,30
30:10.3,17.658,0.174,235,30
30:11.1,17.829,0.174,235,30
30:11.8,17.829,0.174,235,30
30:13.2,17.905,0.175,235,30
30:13.9,17.772,0.175,235,30
30:15.3,17.563,0.173,235,30
30:16.0,17.81,0.173,235,30
30:16.7,17.81,0.175,235,30
30:18.1,17.791,0.175,235,30
30:18.8,17.791,0.175,235,30
30:20.1,17.791,0.175,235,30
30:20.8,17.791,0.175,235,30
30:22.2,17.867,0.176,235,30
30:22.9,17.658,0.176,235,30
30:24.3,17.734,0.169,235,30
30:25.0,17.772,0.169,235,30
30:25.7,17.772,0.169,235,30
30:27.1,17.772,0.169,235,30
30:27.8,17.772,0.175,235,30
30:29.1,17.886,0.175,235,30
30:29.8,17.734,0.174,235,30
30:31.2,17.81,0.174,235,30
30:31.9,17.886,0.174,235,30
30:33.3,17.905,0.174,235,30
30:34.0,17.829,0.174,235,30
30:35.3,17.81,0.174,235,30
30:36.0,17.81,0.174,235,30
30:36.7,17.753,0.172,235,30
30:38.1,17.81,0.172,235,30
30:38.8,17.468,0.169,235,30
30:40.2,17.677,0.169,235,30
30:40.9,17.81,0.17,235,30
30:42.2,17.582,0.17,236.8,30
30:42.9,17.582,0.169,236.8,30
30:44.3,17.81,0.169,235,30
30:45.0,17.81,0.171,235,30
30:45.7,17.829,0.171,235,30
30:47.1,17.734,0.175,235,30
30:47.8,17.677,0.175,235,30
30:49.2,17.696,0.174,235,30
30:49.9,17.715,0.174,235,30
30:51.3,17.677,0.174,235,30
30:52.0,17.677,0.172,235,30
30:53.4,17.867,0.172,235,30
30:54.1,17.867,0.175,235,30
30:54.7,17.639,0.175,235,30
30:56.1,17.943,0.174,235,30
30:56.8,17.886,0.174,235,30
30:58.2,17.924,0.175,235,30
30:58.9,17.924,0.175,235,30
31:00.3,17.715,0.175,235,30
31:01.0,17.715,0.175,235,30
31:02.4,17.696,0.175,235,30
31:03.0,17.715,0.175,235,30
31:03.7,17.639,0.175,235,30
31:05.1,17.886,0.174,235,30
31:05.8,17.886,0.174,235,30
31:07.4,17.734,0.175,235,30
31:08.1,17.734,0.175,235,30
31:08.8,17.81,0.175,235,30
31:10.2,17.81,0.175,235,30
31:10.9,17.924,0.175,235,30
31:12.3,17.829,0.176,236.8,30
31:12.9,17.658,0.176,236.8,30
31:14.3,17.734,0.173,236.8,30
31:15.1,17.829,0.173,236.8,30
31:15.8,17.829,0.173,236.8,30
31:17.1,17.525,0.173,236.8,30
31:17.9,17.886,0.174,236.8,30
31:19.2,17.677,0.174,235,30
31:19.9,17.601,0.174,235,30
31:21.3,17.829,0.174,235,30
31:22.0,17.791,0.173,235,30
31:23.4,17.981,0.173,235,30
31:24.1,17.753,0.168,235,30
31:24.7,17.753,0.168,235,30
31:26.1,17.734,0.168,235,30
31:26.8,17.715,0.175,235,30
31:28.2,17.658,0.175,235,30
31:28.9,17.62,0.174,235,30
31:30.3,17.867,0.174,235,30
31:31.0,17.886,0.176,235,30
31:32.4,17.696,0.176,235,30
31:33.1,17.696,0.175,235,30
31:33.8,17.734,0.175,235,30
31:35.1,17.753,0.175,235,30
31:35.8,17.867,0.175,235,30
31:37.2,17.734,0.17,235,30
31:37.9,17.772,0.17,235,30
31:39.3,17.81,0.174,235,30
31:40.0,17.81,0.174,235,30
31:41.4,17.601,0.174,233.1,30
31:42.1,17.601,0.174,233.1,30
31:42.7,17.943,0.174,235,30
31:44.1,17.962,0.175,235,30
31:44.8,17.848,0.175,236.8,30
31:46.2,17.791,0.168,236.8,30
31:46.9,17.791,0.168,236.8,30
31:48.3,17.829,0.169,236.8,30
31:49.0,17.829,0.169,236.8,30
31:50.3,17.734,0.167,236.8,30
