meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/belt_speed
42:03.5,16.614,0.158,233.1,60
42:04.9,16.576,0.156,235,60
42:05.6,16.5,0.156,235,60
42:06.9,16.652,0.16,235,60
42:07.6,16.652,0.16,235,60
42:09.0,16.633,0.16,235,60
42:09.7,16.633,0.16,235,60
42:10.4,16.481,0.159,235,60
42:11.8,16.424,0.159,235,60
42:12.5,16.424,0.159,235,60
42:13.9,16.519,0.159,235,60
42:14.6,16.538,0.159,235,60
42:16.0,16.766,0.16,235,60
42:16.7,16.386,0.16,235,60
42:18.0,16.462,0.16,235,60
42:18.7,16.462,0.16,235,60
42:19.4,16.595,0.161,235,60
42:20.8,16.5,0.161,235,60
42:21.5,16.69,0.159,235,60
42:22.9,16.291,0.159,235,60
42:23.6,16.291,0.159,235,60
42:25.0,16.557,0.157,235,60
42:25.7,16.557,0.157,235,60
42:27.0,16.5,0.159,235,60
42:27.7,16.671,0.159,235,60
42:28.8,16.671,0.158,235,60
42:29.4,16.101,0.158,235,60
42:30.8,16.386,0.157,235,60
42:31.5,16.557,0.157,235,60
42:32.9,16.576,0.158,235,60
42:33.7,16.576,0.158,235,60
42:34.4,16.576,0.158,235,60
42:35.9,16.196,0.155,235,60
42:36.7,16.557,0.155,235,60
42:38.1,16.424,0.158,235,60
