meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/belt_speed
25:11.8,17.26,0.165,233.1,20
25:13.2,17.127,0.164,233.1,20
25:13.9,17.127,0.164,233.1,20
25:14.5,17.127,0.164,233.1,20
25:15.9,17.241,0.164,235,20
25:16.6,17.26,0.164,235,20
25:18.0,17.26,0.17,235,20
25:18.7,17.241,0.17,235,20
25:20.1,17.146,0.164,235,20
25:20.8,17.146,0.164,235,20
25:22.1,17.336,0.164,235,20
25:22.8,17.336,0.164,235,20
25:23.5,17.165,0.164,235,20
25:24.9,17.222,0.164,235,20
25:25.6,17.108,0.164,235,20
25:27.0,17.222,0.164,235,20
25:27.7,17.222,0.164,235,20
25:29.1,17.146,0.165,235,20
25:29.8,17.317,0.165,235,20
25:31.2,17.241,0.164,235,20
25:31.8,17.127,0.164,235,20
25:32.5,17.127,0.164,235,20
25:33.9,17.07,0.163,235,20
25:34.6,17.07,0.163,235,20
25:36.0,17.165,0.17,235,20
25:36.7,17.184,0.17,235,20
25:38.1,17.222,0.17,235,20
25:38.8,16.975,0.17,235,20
25:40.2,17.203,0.168,235,20
25:40.9,17.203,0.168,235,20
25:41.6,17.317,0.17,235,20
25:42.9,17.203,0.17,235,20
25:43.6,17.108,0.164,235,20
25:45.0,17.089,0.164,235,20
25:45.7,17.089,0.164,235,20
25:47.1,17.26,0.164,235,20
25:47.8,17.26,0.164,235,20
25:49.2,17.184,0.164,235,20
25:49.9,17.279,0.164,235,20
25:51.2,17.165,0.164,235,20
25:51.9,17.108,0.164,235,20
25:52.6,17.108,0.164,235,20
25:54.0,17.222,0.164,235,20
25:54.7,17.222,0.164,235,20
25:56.1,17.108,0.164,235,20
25:56.8,16.823,0.164,235,20
25:58.1,16.937,0.163,235,20
25:58.8,17.089,0.163,235,20
26:00.2,17.127,0.165,235,20
26:00.9,17.127,0.165,235,20
26:01.6,17.203,0.164,235,20
26:03.0,17.184,0.164,235,20
26:03.7,17.279,0.164,235,20
26:05.1,17.089,0.164,235,20
26:05.7,17.089,0.164,235,20
26:07.1,17.051,0.164,235,20
26:07.8,17.051,0.164,235,20
26:09.2,17.146,0.171,233.1,20
26:09.9,17.184,0.171,233.1,20
26:10.6,17.184,0.17,233.1,20
26:12.0,17.184,0.17,233.1,20
26:12.7,17.184,0.17,233.1,20
26:14.1,17.222,0.17,235,20
26:14.8,17.165,0.17,235,20
26:16.1,17.07,0.17,235,20
26:16.8,16.994,0.169,235,20
26:18.2,17.26,0.169,235,20
26:18.9,17.184,0.171,235,20
26:19.6,17.184,0.171,233.1,20
26:21.0,17.222,0.169,233.1,20
26:21.7,16.994,0.169,233.1,20
26:23.0,17.298,0.169,233.1,20
26:23.7,17.222,0.165,233.1,20
26:25.1,17.241,0.165,233.1,20
26:25.9,17.241,0.165,233.1,20
26:27.3,17.108,0.165,233.1,20
26:28.0,17.108,0.171,233.1,20
26:28.7,17.127,0.171,235,20
26:30.0,17.013,0.17,235,20
26:30.7,17.203,0.17,235,20
26:32.1,17.165,0.17,235,20
26:32.8,17.165,0.17,233.1,20
26:34.2,17.108,0.169,233.1,20
26:34.9,17.108,0.169,235,20
26:35.6,17.089,0.169,235,20
26:37.0,17.298,0.168,235,20
26:37.7,17.298,0.168,235,20
26:39.1,17.127,0.165,235,20
26:39.8,17.127,0.165,235,20
26:41.1,17.222,0.163,235,20
26:41.9,17.279,0.163,235,20
26:43.2,17.013,0.169,235,20
26:43.9,17.089,0.169,235,20
26:44.6,17.089,0.169,235,20
26:46.0,17.108,0.169,235,20
26:46.7,17.108,0.169,235,20
26:48.1,17.032,0.163,235,20
26:48.9,17.089,0.163,235,20
26:49.7,17.222,0.164,235,20
26:51.0,17.298,0.164,235,20
26:51.7,17.298,0.164,235,20
26:53.1,17.032,0.164,235,20
26:53.8,17.032,0.168,235,20
26:55.2,17.108,0.168,235,20
26:55.9,17.449,0.168,235,20
26:57.3,17.203,0.171,235,20
26:58.0,17.317,0.171,235,20
26:58.7,17.317,0.164,235,20
27:00.0,17.127,0.164,235,20
27:00.7,17.203,0.164,235,20
27:02.1,17.203,0.164,235,20
27:02.8,17.222,0.165,235,20
27:04.2,17.26,0.165,235,20
27:04.9,17.26,0.164,235,20
27:06.2,17.184,0.164,235,20
27:06.9,17.184,0.164,235,20
27:08.3,17.146,0.164,235,20
27:09.0,17.203,0.164,235,20
27:09.7,17.165,0.164,235,20
27:11.1,17.127,0.164,235,20
27:11.8,17.127,0.163,235,20
27:13.2,17.165,0.163,235,20
27:13.9,17.07,0.164,235,20
27:15.2,17.374,0.164,235,20
27:15.9,17.089,0.169,235,20
27:17.3,17.165,0.169,235,20
27:18.0,17.184,0.169,235,20
27:18.7,17.184,0.17,235,20
27:20.1,17.146,0.17,235,20
27:20.8,17.241,0.169,235,20
27:22.2,17.279,0.169,235,20
27:22.9,17.108,0.165,235,20
27:24.3,17.051,0.165,235,20
27:25.0,17.051,0.164,235,20
27:25.7,17.032,0.164,235,20
27:27.1,17.089,0.165,235,20
27:27.8,17.279,0.165,235,20
27:29.1,17.203,0.164,235,20
27:29.8,17.089,0.164,235,20
27:31.3,16.937,0.164,235,20
27:31.9,16.937,0.162,235,20
27:33.3,17.222,0.162,235,20
27:34.0,17.222,0.164,235,20
27:34.7,17.203,0.164,235,20
27:36.1,17.07,0.164,235,20
27:36.8,17.07,0.164,235,20
27:38.2,17.184,0.165,235,20
27:38.9,17.184,0.165,235,20
27:40.3,17.184,0.17,235,20
27:41.0,17.165,0.17,235,20
27:41.6,17.013,0.17,235,20
27:43.1,17.089,0.169,235,20
27:43.8,17.089,0.169,235,20
27:45.1,17.127,0.169,235,20
27:45.8,17.127,0.169,235,20
27:47.2,17.165,0.17,235,20
27:47.9,17.336,0.17,235,20
27:49.3,17.146,0.163,235,20
27:50.0,17.051,0.163,235,20
27:50.7,17.051,0.163,235,20
27:52.1,17.317,0.165,235,20
27:52.8,17.222,0.165,235,20
27:54.1,17.146,0.17,235,20
27:54.8,17.108,0.17,235,20
27:56.2,17.222,0.17,235,20
27:56.9,17.222,0.17,235,20
27:58.3,17.07,0.17,235,20
27:59.0,17.07,0.17,235,20
27:59.7,17.203,0.17,235,20
28:01.1,16.937,0.171,235,20
28:01.8,17.07,0.171,235,20
28:03.2,17.146,0.17,235,20
28:03.9,17.146,0.17,235,20
28:05.3,17.108,0.17,235,20
28:06.0,17.108,0.17,235,20
28:07.4,17.184,0.165,235,20
28:08.1,17.089,0.165,235,20
28:08.8,17.089,0.163,235,20
28:10.1,17.184,0.163,235,20
28:10.8,17.184,0.166,235,20
28:12.2,17.26,0.166,235,20
28:13.2,17.241,0.166,235,20
28:13.9,17.26,0.168,235,20
28:15.2,17.07,0.164,235,20
28:15.9,17.089,0.164,235,20
28:17.3,17.146,0.164,235,20
28:18.0,17.146,0.164,235,20
28:19.4,17.26,0.164,235,20
28:20.1,17.07,0.164,235,20
28:20.8,17.127,0.164,235,20
28:22.1,17.051,0.164,235,20
28:22.8,17.051,0.164,235,20
28:24.2,17.203,0.165,235,20
