meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/belt_speed
35:40.4,17.108,0.164,235,50
35:41.8,16.671,0.165,235,50
35:42.5,16.975,0.165,235,50
35:43.8,17.051,0.165,235,50
35:44.5,17.051,0.164,235,50
35:45.2,17.032,0.164,235,50
35:45.9,17.032,0.164,235,50
35:47.8,17.032,0.162,235,50
35:48.5,16.766,0.161,235,50
35:49.2,16.766,0.161,235,50
35:50.6,17.051,0.164,235,50
35:51.3,17.013,0.164,235,50
35:52.7,17.222,0.164,235,50
35:53.4,16.975,0.167,235,50
35:54.8,17.013,0.167,236.8,50
35:55.5,17.013,0.167,236.8,50
35:56.8,17.222,0.167,235,50
35:57.5,17.222,0.167,235,50
35:58.2,16.937,0.167,235,50
35:59.6,17.07,0.167,235,50
36:00.3,17.07,0.167,235,50
36:01.7,16.937,0.166,235,50
36:02.4,16.937,0.166,235,50
36:03.8,17.032,0.165,235,50
36:04.4,17.051,0.165,235,50
36:05.8,16.899,0.165,235,50
36:06.5,16.804,0.167,235,50
36:07.2,16.804,0.167,235,50
36:08.6,17.146,0.167,235,50
36:09.3,16.823,0.167,235,50
36:10.7,17.051,0.163,235,50
36:11.4,16.595,0.163,235,50
36:12.8,17.032,0.163,235,50
36:13.7,17.032,0.163,235,50
36:14.4,16.975,0.163,235,50
36:15.8,17.146,0.169,235,50
36:16.5,16.899,0.169,235,50
36:17.2,16.842,0.162,235,50
36:18.6,16.633,0.162,235,50
36:19.3,16.633,0.164,235,50
36:20.7,17.089,0.164,235,50
36:21.4,17.013,0.163,235,50
36:22.7,17.146,0.163,235,50
36:23.4,16.861,0.163,235,50
36:24.8,16.994,0.163,235,50
36:25.5,16.804,0.163,235,50
36:26.2,16.804,0.162,235,50
36:27.6,17.127,0.162,235,50
36:28.3,16.918,0.166,235,50
36:29.7,16.937,0.166,236.8,50
36:30.4,16.994,0.166,236.8,50
36:31.7,16.804,0.166,236.8,50
36:32.4,16.804,0.166,236.8,50
36:33.8,16.88,0.166,236.8,50
36:34.5,16.975,0.167,236.8,50
36:35.2,16.899,0.167,236.8,50
36:36.6,16.899,0.167,236.8,50
36:37.3,16.899,0.167,236.8,50
36:38.7,17.032,0.167,235,50
36:39.4,16.937,0.167,235,50
36:40.7,17.013,0.167,235,50
36:41.4,16.614,0.164,235,50
36:42.9,17.013,0.164,235,50
36:43.6,16.823,0.166,235,50
36:44.2,16.823,0.166,235,50
36:45.6,16.994,0.162,235,50
36:46.3,16.652,0.162,235,50
36:47.7,16.918,0.163,235,50
36:48.4,16.424,0.163,235,50
36:49.8,16.937,0.163,235,50
36:50.5,16.937,0.162,235,50
36:51.9,16.956,0.162,235,50
36:52.6,16.937,0.163,235,50
36:53.3,16.823,0.163,235,50
36:54.7,17.051,0.165,235,50
36:55.4,17.051,0.165,235,50
36:56.8,17.184,0.165,235,50
36:57.5,17.184,0.165,235,50
36:58.9,16.842,0.163,235,50
36:59.6,16.956,0.163,235,50
37:00.3,16.956,0.163,235,50
37:01.7,16.975,0.164,235,50
37:02.3,16.975,0.164,235,50
37:03.7,17.013,0.164,235,50
37:04.8,16.88,0.164,235,50
37:05.5,16.785,0.161,235,50
37:06.8,16.956,0.161,236.8,50
