meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/belt_speed
37:07.5,16.994,0.161,236.8,50
37:08.2,16.994,0.163,236.8,50
37:09.6,16.804,0.163,236.8,50
37:10.3,16.994,0.167,236.8,50
37:11.7,16.804,0.167,236.8,50
37:12.4,17.013,0.167,236.8,50
37:13.8,17.032,0.167,235,50
37:14.5,17.032,0.168,235,50
37:15.9,16.956,0.168,235,50
37:16.6,16.861,0.166,235,50
37:17.3,16.899,0.166,235,50
37:18.6,16.576,0.161,235,50
37:19.3,16.576,0.161,235,50
37:20.7,16.918,0.163,235,50
37:21.4,16.918,0.163,235,50
37:22.8,16.975,0.163,235,50
37:23.5,16.918,0.166,235,50
37:24.9,16.823,0.166,235,50
37:25.6,16.671,0.168,235,50
37:26.3,16.671,0.168,235,50
37:27.7,16.937,0.166,235,50
37:28.4,16.956,0.166,235,50
37:29.8,16.918,0.167,235,50
37:30.5,16.861,0.167,235,50
37:31.3,16.861,0.167,235,50
37:32.7,16.861,0.168,236.8,50
37:33.4,16.861,0.168,236.8,50
37:34.8,17.07,0.168,236.8,50
37:35.5,16.842,0.168,236.8,50
37:36.2,16.842,0.166,236.8,50
37:37.7,16.842,0.166,236.8,50
37:38.4,16.842,0.167,236.8,50
37:39.9,16.842,0.167,235,50
37:40.6,17.07,0.166,235,50
37:41.9,16.823,0.166,235,50
37:42.6,16.899,0.166,235,50
37:43.3,16.899,0.166,235,50
37:44.7,16.842,0.166,235,50
37:45.4,17.051,0.167,235,50
37:46.8,16.671,0.167,235,50
37:47.5,16.956,0.168,235,50
37:48.2,16.956,0.168,235,50
37:49.8,16.918,0.169,235,50
37:50.7,16.918,0.169,235,50
37:51.4,16.899,0.167,235,50
37:52.7,17.051,0.167,235,50
37:53.4,16.823,0.167,235,50
37:54.8,17.051,0.166,235,50
37:55.5,17.051,0.166,235,50
37:56.9,17.108,0.165,235,50
37:57.6,17.108,0.165,235,50
37:58.3,16.956,0.166,235,50
37:59.7,16.785,0.166,236.8,50
38:00.4,16.861,0.166,236.8,50
38:01.8,16.899,0.166,236.8,50
38:02.5,16.899,0.167,236.8,50
38:03.8,16.747,0.167,236.8,50
38:04.6,17.165,0.167,236.8,50
38:05.9,16.728,0.167,235,50
38:06.6,16.994,0.167,235,50
38:07.3,16.994,0.168,235,50
38:08.7,16.88,0.168,235,50
38:09.4,16.937,0.168,235,50
38:10.8,16.994,0.168,235,50
38:11.5,16.804,0.167,235,50
38:12.9,17.013,0.167,235,50
38:13.6,16.88,0.167,235,50
38:14.3,16.88,0.167,233.1,50
38:15.7,17.032,0.168,233.1,50
38:16.4,16.804,0.168,233.1,50
38:17.8,16.994,0.167,233.1,50
38:18.5,16.576,0.167,233.1,50
38:19.9,16.975,0.168,233.1,50
38:20.6,16.975,0.168,233.1,50
38:21.3,16.937,0.168,233.1,50
38:22.7,17.222,0.169,233.1,50
38:23.4,16.918,0.169,235,50
38:24.8,16.994,0.167,235,50
38:25.5,16.69,0.167,235,50
38:26.9,17.032,0.168,235,50
38:27.6,17.032,0.168,235,50
38:28.3,16.842,0.168,235,50
38:29.7,16.823,0.167,235,50
38:30.4,16.652,0.167,235,50
38:31.8,16.88,0.163,235,50
38:32.5,16.88,0.163,235,50
38:33.8,16.842,0.16,235,50
38:34.5,17.032,0.16,235,50
38:35.2,16.899,0.163,235,50
38:36.7,16.975,0.163,235,50
38:37.4,16.975,0.162,235,50
38:38.8,16.975,0.162,235,50
38:39.5,16.975,0.162,235,50
38:40.9,16.861,0.163,235,50
38:41.6,17.108,0.163,235,50
38:43.0,16.766,0.163,235,50
38:43.7,16.842,0.163,235,50
38:44.4,16.842,0.163,235,50
38:45.8,16.899,0.163,235,50
38:46.5,16.785,0.163,235,50
38:47.9,16.956,0.163,235,50
38:48.6,16.614,0.162,235,50
38:49.3,16.614,0.162,235,50
38:50.7,16.88,0.163,235,50
38:51.4,16.861,0.163,235,50
38:52.8,17.051,0.162,235,50
38:53.5,17.013,0.162,235,50
38:54.9,17.07,0.162,236.8,50
38:55.6,16.614,0.161,236.8,50
38:57.0,16.994,0.161,236.8,50
38:57.7,16.994,0.162,236.8,50
38:58.4,17.032,0.162,236.8,50
38:59.8,16.899,0.163,236.8,50
39:00.5,16.918,0.163,235,50
39:01.8,16.994,0.164,235,50
39:02.5,16.994,0.164,235,50
39:03.9,16.595,0.165,235,50
39:04.7,17.089,0.165,235,50
39:05.4,16.861,0.165,235,50
