meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/belt_speed
53:50.6,16.595,0.163,235,80
53:52.0,16.671,0.157,235,80
53:52.7,16.671,0.157,235,80
53:53.4,16.709,0.157,235,80
53:54.8,16.424,0.162,235,80
53:55.6,16.424,0.162,235,80
53:56.9,16.614,0.158,235,80
53:57.6,16.614,0.158,235,80
53:58.3,16.69,0.161,235,80
53:59.7,16.215,0.161,235,80
54:00.4,16.215,0.159,235,80
54:01.8,16.614,0.159,235,80
54:02.5,16.614,0.16,235,80
54:03.9,16.557,0.16,235,80
54:04.6,16.443,0.16,235,80
54:06.0,16.272,0.161,235,80
54:06.6,16.538,0.161,235,80
54:07.3,16.538,0.16,235,80
54:08.7,16.804,0.16,235,80
54:09.4,16.576,0.161,235,80
54:10.8,16.424,0.161,235,80
54:11.5,16.424,0.159,235,80
54:12.9,16.538,0.159,235,80
54:13.5,16.538,0.159,235,80
54:14.9,16.728,0.159,235,80
54:15.6,16.557,0.16,235,80
54:17.0,16.538,0.16,235,80
54:17.7,16.5,0.16,235,80
54:18.4,16.5,0.158,235,80
54:19.8,16.614,0.158,235,80
54:20.5,16.785,0.162,235,80
54:21.9,16.614,0.162,235,80
54:22.6,16.291,0.159,235,80
54:24.0,16.481,0.159,235,80
54:24.7,16.481,0.162,235,80
54:25.4,16.652,0.162,235,80
54:26.8,16.747,0.162,235,80
54:27.5,16.443,0.162,235,80
54:28.9,16.139,0.157,235,80
54:29.6,16.139,0.157,235,80
54:31.0,16.538,0.157,235,80
54:31.7,16.652,0.161,235,80
54:32.3,16.652,0.161,235,80
54:33.7,16.215,0.158,235,80
54:34.4,16.215,0.158,235,80
54:35.8,16.481,0.161,235,80
54:36.8,16.728,0.161,235,80
54:37.5,16.595,0.161,235,80
54:38.9,16.709,0.161,235,80
54:39.6,16.709,0.161,235,80
54:41.0,16.386,0.16,235,80
54:41.7,16.386,0.16,235,80
54:43.1,16.5,0.161,235,80
54:43.8,16.747,0.161,235,80
54:44.4,16.747,0.161,235,80
54:45.8,16.69,0.161,235,80
54:46.5,16.462,0.162,235,80
54:47.9,16.443,0.162,235,80
54:48.6,16.595,0.162,235,80
