meross/sample_timestamp,meross/power,meross/current,meross/voltage
,,,
,,,
,,,
2024-02-23 15:46:41.316029,16.614,0.157,235.0
2024-02-23 15:46:42.719129,16.595,0.161,235.0
2024-02-23 15:46:43.414053,16.5,0.161,235.0
2024-02-23 15:46:44.106060,16.158,0.155,235.0
2024-02-23 15:46:45.485083,16.443,0.155,235.0
2024-02-23 15:46:46.174073,16.443,0.155,235.0
2024-02-23 15:46:47.267081,16.709,0.159,235.0
2024-02-23 15:46:48.651643,16.576,0.157,235.0
2024-02-23 15:46:49.347652,16.367,0.157,235.0
2024-02-23 15:46:50.071651,16.367,0.157,235.0
2024-02-23 15:46:51.500651,16.652,0.159,235.0
2024-02-23 15:46:52.193651,16.652,0.159,235.0
2024-02-23 15:46:53.574641,16.633,0.158,235.0
2024-02-23 15:46:54.265649,16.443,0.158,235.0
2024-02-23 15:46:55.650648,16.481,0.158,235.0
2024-02-23 15:46:56.340648,16.424,0.158,235.0
2024-02-23 15:46:57.756639,16.614,0.159,235.0
2024-02-23 15:46:58.448651,16.614,0.159,235.0
2024-02-23 15:46:59.139638,16.804,0.159,235.0
2024-02-23 15:47:00.520646,16.614,0.158,235.0
2024-02-23 15:47:01.216637,16.614,0.158,235.0
2024-02-23 15:47:02.594646,16.367,0.158,235.0
2024-02-23 15:47:03.291647,16.367,0.158,235.0
2024-02-23 15:47:04.675636,16.595,0.158,235.0
2024-02-23 15:47:05.366656,16.633,0.158,235.0
2024-02-23 15:47:06.163657,16.633,0.158,235.0
2024-02-23 15:47:07.149655,16.481,0.158,235.0
2024-02-23 15:47:08.531655,16.215,0.158,235.0
2024-02-23 15:47:09.221663,16.614,0.159,235.0
2024-02-23 15:47:10.737662,16.766,0.159,235.0
2024-02-23 15:47:11.579654,16.519,0.159,235.0
2024-02-23 15:47:12.427654,16.291,0.159,235.0
2024-02-23 15:47:13.243653,16.291,0.158,235.0
2024-02-23 15:47:14.753223,16.462,0.158,236.8
2024-02-23 15:47:15.701231,16.462,0.158,236.8
2024-02-23 15:47:16.504232,16.538,0.157,235.0
2024-02-23 15:47:17.223231,16.538,0.157,235.0
2024-02-23 15:47:18.608554,16.481,0.159,235.0
2024-02-23 15:47:19.304555,16.481,0.159,235.0
2024-02-23 15:47:20.692576,16.69,0.159,235.0
2024-02-23 15:47:21.389596,16.557,0.159,236.8
2024-02-23 15:47:22.138602,16.557,0.161,236.8
2024-02-23 15:47:23.522605,16.671,0.161,235.0
2024-02-23 15:47:24.213614,16.671,0.161,235.0
2024-02-23 15:47:25.716603,16.481,0.157,235.0
2024-02-23 15:47:26.411614,16.386,0.157,235.0
2024-02-23 15:47:27.102611,16.671,0.159,235.0
2024-02-23 15:47:28.601602,16.633,0.159,235.0
2024-02-23 15:47:29.404613,16.633,0.159,235.0
2024-02-23 15:47:30.784612,16.139,0.159,235.0
2024-02-23 15:47:31.476611,16.139,0.157,235.0
2024-02-23 15:47:32.170625,16.386,0.157,235.0
2024-02-23 15:47:33.578631,16.69,0.159,235.0
2024-02-23 15:47:34.267658,16.69,0.159,235.0
2024-02-23 15:47:35.656655,16.576,0.155,235.0
2024-02-23 15:47:36.394653,16.272,0.155,235.0
