cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
1.2,30,30,30,homing,,,,,,,,
1.2,30,30,30,homing,,,,,,,,
1.2,30,30,30,homing,,,,,,,,
1.2,30,30,30,homing,,,,,54:21.3,16.595,0.16,235
1.2,30,30,30,homing,,,,,54:22.0,16.633,0.16,235
1.2,30,30,30,homing,,,,,54:22.8,16.538,0.16,235
1.2,30,30,30,homing,,,,,54:24.3,16.5,0.161,235
1.2,30,30,30,homing,,,,,54:25.0,16.462,0.161,235
1.2,30,30,30,homing,,,,,54:26.5,16.576,0.16,235
1.2,30,30,30,homing,,,,,54:27.2,16.576,0.16,235
1.2,30,30,30,homing,,,,,54:28.1,16.386,0.16,235
1.2,30,30,30,homing,,,,,54:28.9,16.652,0.16,235
1.2,30,30,30,homing,,,,,54:30.5,16.633,0.162,235
1.2,30,30,30,homing,,,,,54:31.3,16.804,0.162,235
1.2,30,30,30,homing,,,,,54:32.1,16.804,0.162,235
1.2,30,30,30,homing,,,,,54:32.9,16.766,0.162,233.1
1.2,30,30,30,homing,,,,,54:34.4,15.968,0.159,233.1
1.2,30,30,30,homing,,,,,54:35.2,16.481,0.159,235
1.2,30,30,30,homing,,,,,54:36.0,16.424,0.159,235
1.2,30,30,30,homing,,,,,54:37.5,16.12,0.161,235
1.2,30,30,30,homing,,,,,54:38.3,16.12,0.161,235
1.2,30,30,30,homing,,,,,54:39.0,16.519,0.16,235
1.2,30,30,30,homing,,,,,54:39.8,16.424,0.16,235
1.2,30,30,30,homing,,,,,54:41.4,16.519,0.16,235
1.2,30,30,30,homing,,,,,54:42.2,16.937,0.16,233.1
1.2,30,30,30,homing,,,,,54:43.0,16.937,0.16,233.1
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:44.5,17.468,0.163,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:45.4,17.468,0.172,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:46.1,17.886,0.172,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:47.5,17.905,0.168,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:48.2,17.506,0.168,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:48.9,17.506,0.168,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:50.4,17.924,0.172,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:51.2,17.924,0.172,235
1.2,30,30,30,homing,nothing,FALSE,TRUE,,54:51.9,17.753,0.172,235
1.2,30,30,30,go_to_pick_down,nothing,TRUE,FALSE,,54:53.3,17.791,0.172,235
1.2,30,30,30,go_to_pick_up,nothing,TRUE,FALSE,TRUE,54:54.1,16.158,0.158,235
1.2,30,30,30,go_to_pick_up,nothing,TRUE,FALSE,TRUE,54:55.5,16.671,0.158,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,54:56.3,22.709,0.211,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,54:57.1,22.026,0.211,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,54:57.9,22.481,0.211,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,54:58.8,22.329,0.212,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,55:00.4,22.481,0.211,235
1.2,30,30,30,go_to_color_detect_down,nothing,TRUE,FALSE,TRUE,55:01.1,22.158,0.211,235
1.2,30,30,30,go_to_color_detect_down,nothing,TRUE,FALSE,TRUE,55:01.9,22.158,0.211,235
1.2,30,30,30,go_to_color_detect_down,nothing,TRUE,FALSE,TRUE,55:03.5,21.874,0.205,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,FALSE,55:04.2,21.779,0.205,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,FALSE,55:05.0,21.779,0.187,235
1.2,30,30,30,go_to_color_detect_up,nothing,TRUE,FALSE,FALSE,55:06.6,16.424,0.159,235
