cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
1.2,100,100,70,homing,,,,,,,,
1.2,100,100,70,homing,,,,,,,,
1.2,100,100,70,homing,,,,,,,,
1.2,100,100,70,homing,,,,,44:04.6,16.481,0.155,236.8
1.2,100,100,70,homing,,,,,44:06.0,16.329,0.156,236.8
1.2,100,100,70,homing,,,,,44:06.7,16.557,0.156,236.8
1.2,100,100,70,homing,,,,,44:08.0,16.481,0.155,236.8
1.2,100,100,70,homing,,,,,44:08.7,16.481,0.155,236.8
1.2,100,100,70,homing,,,,,44:09.4,16.424,0.155,236.8
1.2,100,100,70,homing,,,,,44:10.8,16.557,0.155,236.8
1.2,100,100,70,homing,,,,,44:11.5,16.576,0.155,236.8
1.2,100,100,70,homing,,,,,44:12.9,16.614,0.156,236.8
1.2,100,100,70,homing,,,,,44:13.6,16.614,0.156,236.8
1.2,100,100,70,homing,,,,,44:14.9,16.367,0.157,236.8
1.2,100,100,70,homing,,,,,44:15.6,16.823,0.157,236.8
1.2,100,100,70,homing,,,,,44:17.0,17.07,0.158,236.8
1.2,100,100,70,homing,,,,,44:17.7,16.994,0.158,236.8
1.2,100,100,70,homing,,,,,44:18.4,16.994,0.158,236.8
1.2,100,100,70,homing,,,,,44:19.8,16.728,0.156,236.8
1.2,100,100,70,homing,,,,,44:20.5,16.481,0.156,236.8
1.2,100,100,70,homing,,,,,44:21.8,16.462,0.156,236.8
1.2,100,100,70,homing,,,,,44:22.5,16.481,0.156,236.8
1.2,100,100,70,homing,,,,,44:23.9,16.253,0.155,236.8
1.2,100,100,70,homing,,,,,44:24.6,16.253,0.155,236.8
1.2,100,100,70,homing,nothing,FALSE,TRUE,,44:26.0,17.393,0.163,236.8
1.2,100,100,70,homing,nothing,FALSE,TRUE,,44:26.7,17.393,0.163,236.8
1.2,100,100,70,homing,nothing,FALSE,TRUE,,44:27.4,16.519,0.163,236.8
1.2,100,100,70,homing,nothing,FALSE,TRUE,,44:28.8,16.31,0.153,236.8
1.2,100,100,70,go_to_pick_down,nothing,TRUE,FALSE,,44:29.5,16.31,0.153,236.8
1.2,100,100,70,go_to_pick_up,nothing,TRUE,FALSE,TRUE,44:30.9,16.044,0.155,236.8
1.2,100,100,70,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,44:31.6,16.481,0.155,236.8
1.2,100,100,70,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,44:33.0,22.728,0.21,236.8
1.2,100,100,70,go_to_color_detect_down,nothing,TRUE,FALSE,TRUE,44:33.7,22.899,0.21,236.8
1.2,100,100,70,go_to_color_detect_down,nothing,TRUE,FALSE,TRUE,44:34.4,22.899,0.206,236.8
1.2,100,100,70,go_to_color_detect_up,nothing,TRUE,FALSE,FALSE,44:36.0,22.121,0.206,236.8
1.2,100,100,70,detecting_color,nothing,FALSE,FALSE,FALSE,44:36.7,17.032,0.157,236.8
1.2,100,100,70,detecting_color,nothing,FALSE,FALSE,FALSE,44:38.1,16.329,0.157,236.8
1.2,100,100,70,go_to_color_detect_down,green,TRUE,FALSE,FALSE,44:38.8,16.329,0.153,236.8
1.2,100,100,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,44:39.4,16.291,0.153,236.8
1.2,100,100,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,44:40.8,16.367,0.209,236.8
1.2,100,100,70,go_to_green_up,green,TRUE,FALSE,TRUE,44:41.5,23.279,0.209,236.8
1.2,100,100,70,go_to_green_up,green,TRUE,FALSE,TRUE,44:42.9,22.804,0.207,236.8
1.2,100,100,70,go_to_green_down,green,TRUE,FALSE,TRUE,44:43.6,22.234,0.207,236.8
1.2,100,100,70,go_to_green_up,green,TRUE,FALSE,FALSE,44:44.3,22.234,0.207,236.8
1.2,100,100,70,go_to_green_up,green,TRUE,FALSE,FALSE,44:45.9,17.26,0.199,236.8
1.2,100,100,70,go_to_green_up,green,FALSE,TRUE,FALSE,44:46.6,17.26,0.199,236.8
1.2,100,100,70,go_to_green_up,green,FALSE,TRUE,FALSE,44:48.0,16.747,0.155,236.8
1.2,100,100,70,go_to_green_up,green,FALSE,TRUE,FALSE,44:48.6,16.177,0.155,236.8
1.2,100,100,70,go_to_pick_up,green,TRUE,FALSE,FALSE,44:50.0,16.063,0.152,236.8
1.2,100,100,70,go_to_pick_up,green,TRUE,FALSE,FALSE,44:50.7,16.424,0.152,236.8
1.2,100,100,70,go_to_pick_up,green,TRUE,FALSE,FALSE,44:52.1,16.994,0.158,236.8
1.2,100,100,70,go_to_pick_down,green,TRUE,FALSE,FALSE,44:52.8,16.994,0.158,236.8
1.2,100,100,70,go_to_pick_up,green,TRUE,FALSE,TRUE,44:53.5,16.918,0.158,236.8
1.2,100,100,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,44:54.8,19.709,0.154,236.8
1.2,100,100,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,44:55.5,22.519,0.154,236.8
1.2,100,100,70,go_to_color_detect_down,green,TRUE,FALSE,TRUE,44:56.9,22.69,0.207,236.8
1.2,100,100,70,go_to_color_detect_down,green,TRUE,FALSE,TRUE,44:57.6,22.69,0.207,236.8
