cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
1.2,70,70,70,homing,,,,,,,,
1.2,70,70,70,homing,,,,,,,,
1.2,70,70,70,homing,,,,,,,,
1.2,70,70,70,homing,,,,,,,,
1.2,70,70,70,homing,,,,,24:35.1,16.348,0.154,236.8
1.2,70,70,70,homing,,,,,24:35.9,16.424,0.154,236.8
1.2,70,70,70,homing,,,,,24:36.7,16.424,0.154,236.8
1.2,70,70,70,homing,,,,,24:37.5,16.329,0.154,236.8
1.2,70,70,70,homing,,,,,24:38.6,16.329,0.154,236.8
1.2,70,70,70,homing,,,,,24:39.4,16.291,0.154,236.8
1.2,70,70,70,homing,,,,,24:40.9,16.462,0.154,236.8
1.2,70,70,70,homing,,,,,24:41.8,16.462,0.154,236.8
1.2,70,70,70,homing,,,,,24:42.6,16.348,0.154,236.8
1.2,70,70,70,homing,,,,,24:43.4,16.443,0.154,236.8
1.2,70,70,70,homing,,,,,24:44.5,16.443,0.154,236.8
1.2,70,70,70,homing,,,,,24:46.2,16.747,0.157,236.8
1.2,70,70,70,homing,,,,,24:46.9,16.747,0.157,236.8
1.2,70,70,70,homing,,,,,24:47.7,16.899,0.157,236.8
1.2,70,70,70,homing,,,,,24:48.5,16.918,0.158,236.8
1.2,70,70,70,homing,,,,,24:50.2,16.804,0.158,236.8
1.2,70,70,70,homing,,,,,24:51.0,16.519,0.155,236.8
1.2,70,70,70,homing,,,,,24:51.7,16.462,0.155,236.8
1.2,70,70,70,homing,,,,,24:53.1,16.5,0.155,236.8
1.2,70,70,70,homing,,,,,24:53.9,16.5,0.155,236.8
1.2,70,70,70,homing,,,,,24:54.7,16.576,0.155,236.8
1.2,70,70,70,homing,,,,,24:55.5,16.424,0.155,236.8
1.2,70,70,70,homing,,,,,24:57.1,16.367,0.154,236.8
1.2,70,70,70,homing,,,,,24:58.0,16.557,0.154,236.8
1.2,70,70,70,homing,,,,,24:58.8,16.557,0.154,236.8
1.2,70,70,70,homing,nothing,FALSE,TRUE,,24:59.6,17.26,0.162,236.8
1.2,70,70,70,homing,nothing,FALSE,TRUE,,25:01.2,16.576,0.162,236.8
1.2,70,70,70,homing,nothing,FALSE,TRUE,,25:01.9,16.329,0.155,236.8
1.2,70,70,70,homing,nothing,FALSE,TRUE,,25:02.7,16.329,0.155,236.8
1.2,70,70,70,go_to_pick_down,nothing,TRUE,FALSE,,25:04.2,16.348,0.155,236.8
1.2,70,70,70,go_to_pick_up,nothing,TRUE,FALSE,TRUE,25:05.0,16.348,0.155,236.8
1.2,70,70,70,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,25:05.9,19.234,0.209,236.8
1.2,70,70,70,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,25:06.8,22.633,0.209,236.8
1.2,70,70,70,go_to_color_detect_up,nothing,TRUE,FALSE,TRUE,25:08.1,22.576,0.205,236.8
1.2,70,70,70,go_to_color_detect_down,nothing,TRUE,FALSE,TRUE,25:08.9,22.234,0.205,236.8
1.2,70,70,70,go_to_color_detect_up,nothing,TRUE,FALSE,FALSE,25:09.6,22.083,0.205,236.8
1.2,70,70,70,go_to_color_detect_up,nothing,TRUE,FALSE,FALSE,25:11.1,21.722,0.198,236.8
1.2,70,70,70,detecting_color,nothing,FALSE,FALSE,FALSE,25:11.9,16.899,0.198,236.8
1.2,70,70,70,detecting_color,nothing,FALSE,FALSE,FALSE,25:12.6,16.899,0.158,236.8
1.2,70,70,70,go_to_color_detect_down,green,TRUE,FALSE,FALSE,25:14.0,16.329,0.158,236.8
1.2,70,70,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,25:14.8,16.215,0.153,236.8
1.2,70,70,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,25:15.5,16.196,0.153,236.8
1.2,70,70,70,go_to_green_up,green,TRUE,FALSE,TRUE,25:17.0,23.032,0.209,236.8
1.2,70,70,70,go_to_green_up,green,TRUE,FALSE,TRUE,25:17.7,22.481,0.209,236.8
1.2,70,70,70,go_to_green_down,green,TRUE,FALSE,TRUE,25:18.5,22.291,0.205,236.8
1.2,70,70,70,go_to_green_down,green,TRUE,FALSE,TRUE,25:20.0,22.026,0.205,236.8
1.2,70,70,70,go_to_green_up,green,TRUE,FALSE,FALSE,25:20.8,21.988,0.199,236.8
1.2,70,70,70,go_to_green_up,green,TRUE,FALSE,FALSE,25:21.6,21.988,0.199,236.8
1.2,70,70,70,go_to_green_up,green,FALSE,TRUE,FALSE,25:23.2,16.956,0.157,236.8
1.2,70,70,70,go_to_green_up,green,FALSE,TRUE,FALSE,25:24.2,16.329,0.157,236.8
1.2,70,70,70,go_to_green_up,green,FALSE,TRUE,FALSE,25:25.0,16.158,0.152,236.8
1.2,70,70,70,go_to_green_up,green,FALSE,TRUE,FALSE,25:25.7,16.196,0.152,236.8
1.2,70,70,70,go_to_pick_up,green,TRUE,FALSE,FALSE,25:26.5,16.196,0.152,236.8
1.2,70,70,70,go_to_pick_up,green,TRUE,FALSE,FALSE,25:28.1,16.158,0.153,236.8
1.2,70,70,70,go_to_pick_up,green,TRUE,FALSE,FALSE,25:28.9,16.633,0.153,236.8
1.2,70,70,70,go_to_pick_down,green,TRUE,FALSE,FALSE,25:29.7,16.804,0.157,236.8
1.2,70,70,70,go_to_pick_up,green,TRUE,FALSE,TRUE,25:30.5,16.804,0.157,236.8
1.2,70,70,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,25:32.0,23.089,0.178,236.8
1.2,70,70,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,25:32.8,22.956,0.178,236.8
1.2,70,70,70,go_to_color_detect_up,green,TRUE,FALSE,TRUE,25:33.6,22.956,0.209,236.8
