cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
1.2,50,50,50,homing,,,,,,,,
1.2,50,50,50,homing,,,,,,,,
1.2,50,50,50,homing,,,,,,,,
1.2,50,50,50,homing,,,,,37:08.3,16.462,0.156,233.1
1.2,50,50,50,homing,,,,,37:09.1,16.443,0.156,233.1
1.2,50,50,50,homing,,,,,37:10.6,16.481,0.156,233.1
1.2,50,50,50,homing,,,,,37:11.4,16.557,0.157,233.1
1.2,50,50,50,homing,,,,,37:12.3,16.538,0.157,233.1
1.2,50,50,50,homing,,,,,37:13.4,16.538,0.157,233.1
1.2,50,50,50,homing,,,,,37:14.2,16.462,0.156,233.1
1.2,50,50,50,homing,,,,,37:15.7,16.424,0.157,235
1.2,50,50,50,homing,,,,,37:16.5,16.595,0.157,233.1
1.2,50,50,50,homing,,,,,37:17.2,16.633,0.157,233.1
1.2,50,50,50,homing,,,,,37:18.6,16.652,0.158,233.1
1.2,50,50,50,homing,,,,,37:19.4,16.652,0.158,235
1.2,50,50,50,homing,,,,,37:20.2,16.386,0.156,235
1.2,50,50,50,homing,,,,,37:21.7,16.272,0.156,233.1
1.2,50,50,50,homing,,,,,37:22.5,16.291,0.156,233.1
1.2,50,50,50,homing,,,,,37:23.3,16.348,0.156,233.1
1.2,50,50,50,homing,,,,,37:24.1,16.348,0.156,233.1
1.2,50,50,50,homing,,,,,37:25.7,16.253,0.153,233.1
1.2,50,50,50,homing,,,,,37:26.5,16.253,0.153,233.1
1.2,50,50,50,homing,,,,,37:27.3,16.348,0.155,233.1
1.2,50,50,50,homing,,,,,37:28.1,16.348,0.155,233.1
1.2,50,50,50,homing,,,,,37:29.6,16.424,0.155,233.1
1.2,50,50,50,homing,,,,,37:30.4,16.424,0.155,233.1
1.2,50,50,50,homing,nothing,FALSE,TRUE,,37:31.2,17.032,0.16,233.1
1.2,50,50,50,homing,nothing,FALSE,TRUE,,37:32.7,16.842,0.16,233.1
