dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage,cube_weight_g
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,34:01.1,21.798,0.202,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,34:01.8,21.798,0.202,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,34:03.3,17.298,0.162,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,34:04.0,16.804,0.162,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,34:05.2,16.804,0.155,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,34:05.9,16.557,0.155,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:07.3,17.032,0.156,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:08.0,17.032,0.156,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,34:08.8,22.937,0.204,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,34:09.6,22.045,0.204,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,34:11.3,22.215,0.208,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,34:12.0,21.912,0.208,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,34:13.3,21.893,0.192,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:14.0,17.525,0.192,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:15.4,16.272,0.154,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:16.1,16.272,0.154,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,34:16.8,15.911,0.154,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,34:18.2,15.817,0.151,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,34:18.9,16.69,0.151,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,34:20.2,17.013,0.161,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,34:20.9,17.013,0.161,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,34:22.3,16.994,0.16,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,34:23.0,16.747,0.16,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:24.4,22.045,0.21,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,34:25.1,22.045,0.21,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,34:25.8,22.69,0.205,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,34:27.2,21.893,0.205,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,34:27.9,21.893,0.2,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,34:29.2,17.336,0.2,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,34:29.9,17.336,0.2,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,34:31.3,16.994,0.162,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,34:32.0,16.519,0.162,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,34:33.4,16.614,0.158,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,34:33.4,16.614,0.158,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,34:35.3,23.07,0.208,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,34:36.0,22.026,0.208,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,34:37.4,22.234,0.204,235,1.3
go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,34:38.1,22.234,0.204,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,34:38.8,22.026,0.2,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,34:40.3,17.184,0.2,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:41.0,17.184,0.165,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:42.3,17.013,0.165,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:43.0,15.911,0.152,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,34:44.4,15.854,0.152,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,34:45.1,15.987,0.153,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,34:45.8,15.987,0.153,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,34:47.2,16.994,0.153,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,34:47.9,16.823,0.159,235,1.3
go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,34:49.4,16.956,0.159,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,34:50.1,16.31,0.155,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,34:50.9,16.31,0.155,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,34:51.7,22.785,0.155,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,34:53.2,22.348,0.2,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,34:54.0,22.177,0.202,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,34:55.3,21.893,0.202,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,34:56.0,21.703,0.188,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,34:56.8,16.804,0.188,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,34:58.2,16.519,0.156,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,34:58.9,16.519,0.156,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,35:00.2,16.5,0.156,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:01.4,16.5,0.157,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,35:02.1,22.405,0.157,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,35:02.8,22.405,0.2,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,35:04.2,22.272,0.2,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,35:04.9,22.367,0.202,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,35:06.3,21.969,0.202,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,35:07.0,21.76,0.196,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,35:08.4,18,0.196,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:09.1,16.918,0.161,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:09.8,16.918,0.161,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:11.2,15.722,0.151,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,35:11.9,15.817,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:13.3,15.779,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:13.9,17.203,0.158,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:14.8,17.203,0.158,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,35:16.2,16.823,0.161,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,35:16.9,17.222,0.161,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,35:18.3,16.709,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:19.0,19.633,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:20.4,22.424,0.203,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,35:21.1,22.329,0.203,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,35:21.8,22.083,0.203,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,35:23.2,21.855,0.203,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,35:23.9,21.855,0.203,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,35:25.3,17.203,0.2,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,35:26.0,17.203,0.2,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,35:27.4,16.5,0.158,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,35:28.1,16.443,0.158,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,35:28.8,16.443,0.156,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,35:30.2,23.051,0.156,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,35:30.9,22.538,0.206,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,35:32.3,22.14,0.206,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,35:33.0,22.386,0.202,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,35:34.4,21.95,0.202,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,35:35.1,21.798,0.197,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,35:35.7,17.089,0.197,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,35:36.8,17.089,0.197,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,35:38.2,16.025,0.156,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,35:38.9,16.025,0.156,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,35:40.2,15.779,0.152,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,35:40.9,16.101,0.152,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,35:42.3,17.032,0.16,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,35:43.0,17.146,0.16,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,35:44.4,16.766,0.16,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,35:45.1,20.203,0.16,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,35:46.5,22.519,0.212,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,35:47.2,22.443,0.212,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,35:47.8,22.462,0.204,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,35:49.2,22.348,0.204,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,35:49.9,21.931,0.199,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,35:51.3,21.038,0.199,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,35:52.0,17.411,0.164,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,35:53.4,16.633,0.164,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,35:54.1,16.633,0.164,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,35:55.5,16.538,0.159,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,35:56.2,16.538,0.209,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,35:56.8,23.07,0.209,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,35:58.2,22.462,0.203,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,35:59.0,22.462,0.203,235,1.3
go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,36:00.3,22.064,0.202,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,36:01.0,21.912,0.202,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,36:02.4,19.861,0.202,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:03.1,17.506,0.165,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:03.8,17.506,0.165,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:05.2,16.158,0.151,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,36:05.9,15.703,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:07.3,16.044,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:08.0,17.051,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:09.3,16.88,0.16,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,36:10.0,16.88,0.16,235,1.3
go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,36:11.5,17.089,0.158,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,36:12.1,16.519,0.158,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:12.8,22.747,0.158,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:14.2,22.102,0.203,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,36:14.9,22.234,0.203,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,36:16.3,21.893,0.2,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,36:17.0,21.893,0.2,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,36:18.4,18.323,0.197,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,36:19.1,18.323,0.197,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,36:20.5,17.146,0.158,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,36:21.2,16.443,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,36:21.8,16.443,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,36:23.2,18.361,0.157,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,36:23.9,22.899,0.157,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,36:25.3,21.969,0.205,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,36:26.0,22.443,0.205,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,36:27.4,22.405,0.204,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,36:28.1,22.405,0.204,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,36:29.5,21.76,0.198,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,36:30.2,21.76,0.198,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,36:31.0,17.449,0.164,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,36:32.4,15.949,0.164,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,36:33.2,15.779,0.151,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,36:34.2,15.779,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,36:35.2,15.779,0.152,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,36:35.9,16.5,0.152,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,36:37.3,16.804,0.159,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,36:38.0,16.861,0.159,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,36:39.4,16.861,0.159,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,36:40.1,16.861,0.159,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,36:41.4,22.899,0.159,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,36:42.1,21.836,0.205,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,36:42.9,21.836,0.205,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,36:44.3,22.102,0.203,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,36:45.0,21.684,0.203,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,36:46.5,21.684,0.2,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,36:47.1,17.089,0.2,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,36:47.8,17.089,0.158,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,36:49.2,16.329,0.158,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,36:49.9,16.329,0.158,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,36:51.3,16.519,0.157,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,36:52.0,18.171,0.157,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,36:53.4,21.798,0.209,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,36:54.1,21.798,0.209,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,36:55.5,21.836,0.204,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,36:56.1,21.836,0.204,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,36:56.8,21.798,0.198,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,36:58.2,20.203,0.198,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,36:58.9,17.317,0.16,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,37:00.3,16.291,0.16,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,37:01.0,15.911,0.153,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,37:02.4,15.93,0.153,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,37:03.0,15.93,0.158,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,37:04.4,16.899,0.158,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,37:05.1,16.994,0.158,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,37:06.5,16.994,0.161,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,37:07.4,16.69,0.189,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,37:08.1,23.07,0.189,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,37:09.5,21.912,0.207,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,37:10.2,22.462,0.207,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,37:10.9,22.291,0.207,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,37:12.3,21.779,0.199,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,37:13.0,21.798,0.199,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,37:14.3,16.994,0.165,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,37:15.0,16.766,0.165,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,37:16.4,16.557,0.159,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,37:17.1,16.557,0.159,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,37:17.8,16.424,0.159,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,37:19.2,22.69,0.2,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,37:19.9,22.69,0.2,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,37:21.3,22.348,0.203,235,1.3
go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,37:22.0,22.253,0.203,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,37:23.4,21.931,0.202,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,37:24.1,21.969,0.202,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,37:25.5,17.544,0.162,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,37:26.2,16.462,0.162,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,37:26.9,16.462,0.151,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,37:27.6,15.76,0.151,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,37:27.6,15.76,0.151,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,37:27.6,15.76,0.151,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,37:27.6,15.76,0.151,235,1.3
