dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage,cube_weight_g
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,29:53.8,22.026,0.203,236.8,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,29:55.2,17.544,0.198,236.8,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,29:55.9,17.544,0.198,236.8,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,29:57.3,17.013,0.158,236.8,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,29:57.9,16.462,0.158,236.8,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,29:58.6,16.462,0.16,236.8,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:00.0,18.551,0.16,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,30:00.7,23.089,0.214,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,30:02.1,21.988,0.214,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,30:02.8,22.329,0.209,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,30:04.2,22.121,0.209,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,30:04.8,21.874,0.197,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,30:05.9,20.677,0.197,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,30:06.6,17.411,0.197,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,30:08.0,16.215,0.155,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,30:08.7,16.215,0.155,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,30:10.1,15.76,0.152,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,30:10.8,15.76,0.152,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,30:12.1,16.994,0.162,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,30:12.8,17.013,0.162,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,30:14.2,17.146,0.163,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,30:14.9,16.5,0.163,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:15.6,16.5,0.214,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:17.0,22.083,0.214,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:17.7,22.633,0.207,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,30:19.1,22.519,0.207,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,30:19.8,22.007,0.203,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,30:21.2,21.931,0.203,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,30:21.9,17.051,0.166,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,30:23.2,16.918,0.166,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,30:23.9,16.576,0.166,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,30:24.6,16.576,0.159,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:26.0,16.614,0.159,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,30:26.7,20.981,0.21,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,30:28.1,22.121,0.21,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,30:28.8,22.576,0.204,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,30:30.2,22.766,0.204,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,30:30.9,22.69,0.209,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,30:32.3,22.102,0.209,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,30:33.0,21.741,0.195,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:33.7,17.506,0.195,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:35.0,16.082,0.155,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:35.7,16.082,0.155,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,30:37.1,15.779,0.15,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:37.8,15.835,0.15,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:39.0,16.747,0.15,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:40.2,17.222,0.161,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,30:41.0,17.051,0.161,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,30:41.7,17.051,0.162,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,30:43.1,17.032,0.162,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,30:43.8,16.671,0.161,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:45.2,22.177,0.161,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,30:45.9,22.177,0.203,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,30:47.3,22.405,0.203,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,30:48.0,21.969,0.199,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,30:48.6,21.969,0.199,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,30:50.0,17.051,0.161,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,30:50.7,17.051,0.161,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,30:52.1,16.785,0.158,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,30:52.8,16.519,0.158,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:54.2,16.481,0.158,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,30:54.9,18.247,0.156,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,30:56.3,23.07,0.156,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,30:57.0,22.007,0.2,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,30:57.6,22.538,0.2,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,30:59.0,22.158,0.2,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,30:59.7,21.912,0.2,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,31:01.1,20.298,0.162,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:01.8,17.279,0.162,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:03.2,16.063,0.151,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,31:03.9,15.892,0.151,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:05.2,15.817,0.151,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:05.9,15.817,0.15,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:06.6,16.785,0.15,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,31:08.0,16.842,0.158,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,31:08.7,17.089,0.158,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,31:10.1,16.424,0.157,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,31:10.8,22.956,0.157,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,31:12.2,22.083,0.2,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,31:13.2,22.462,0.2,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,31:13.8,22.158,0.2,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,31:15.2,21.836,0.2,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,31:15.9,21.836,0.169,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,31:17.3,16.994,0.169,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,31:18.0,16.633,0.169,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,31:18.7,16.633,0.157,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:20.1,16.367,0.157,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:20.1,16.367,0.157,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,31:22.1,22.557,0.156,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,31:22.7,22.557,0.199,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,31:24.1,22.367,0.199,235,1.3
go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,31:24.8,22.196,0.203,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,31:26.2,21.893,0.203,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,31:26.9,22.121,0.192,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:28.3,17.393,0.192,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:29.0,16.272,0.155,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:29.7,16.272,0.155,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,31:31.0,15.968,0.155,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:31.7,15.873,0.152,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:33.1,16.367,0.152,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:33.8,17.032,0.162,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,31:35.2,17.051,0.162,235,1.3
go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,31:35.9,17.051,0.162,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,31:37.2,16.823,0.162,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:37.9,18.931,0.212,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:39.3,22.158,0.212,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,31:40.0,22.158,0.202,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,31:40.7,22.291,0.202,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,31:42.1,21.627,0.197,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,31:42.8,21.627,0.197,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,31:44.2,17.241,0.162,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,31:44.9,17.241,0.162,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,31:46.2,16.557,0.159,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,31:46.9,16.595,0.159,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,31:48.3,16.405,0.209,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,31:49.0,23.07,0.209,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,31:49.7,22.291,0.209,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,31:51.1,22.348,0.205,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,31:51.8,22.614,0.205,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,31:53.2,21.95,0.213,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,31:54.0,21.95,0.213,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,31:54.7,21.817,0.179,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,31:56.1,17.108,0.179,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,31:56.8,16.842,0.179,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,31:58.2,15.779,0.151,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,31:58.9,15.646,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:00.3,15.703,0.15,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:01.0,15.703,0.15,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:01.7,17.393,0.163,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:03.0,16.956,0.163,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,32:03.7,17.374,0.163,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,32:05.1,16.747,0.163,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,32:05.8,22.69,0.2,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:07.2,22.405,0.2,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:07.9,22.557,0.207,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,32:09.3,22.538,0.207,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,32:09.9,22.177,0.202,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,32:11.3,19.595,0.202,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,32:12.0,19.595,0.202,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,32:12.7,17.43,0.164,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,32:14.1,16.671,0.164,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,32:14.8,16.5,0.159,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:15.5,16.5,0.159,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:17.1,23.089,0.211,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,32:17.8,23.089,0.211,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,32:19.2,22.557,0.205,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,32:19.9,22.652,0.205,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,32:21.2,22.614,0.208,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,FALSE,32:21.9,22.045,0.208,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,32:23.3,22.007,0.198,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:24.0,17.298,0.198,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:24.7,16.614,0.198,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:26.1,15.892,0.154,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,32:26.8,15.892,0.154,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:28.2,15.722,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:28.9,16.025,0.151,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:29.8,17.203,0.162,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,32:31.2,17.165,0.162,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,32:31.9,17.165,0.162,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,32:33.3,16.785,0.162,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,32:34.0,16.785,0.157,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:35.2,22.994,0.157,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,32:35.9,22.083,0.205,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,32:37.2,22.386,0.205,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,32:37.9,21.855,0.199,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,32:39.3,21.76,0.199,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,FALSE,32:40.0,18.722,0.161,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,32:40.7,18.722,0.161,235,1.3
detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,32:42.1,17.127,0.161,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,32:42.8,16.519,0.158,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,FALSE,32:44.1,16.652,0.158,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,32:44.8,16.538,0.157,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,32:46.2,23.127,0.157,235,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,TRUE,32:46.9,22.405,0.2,235,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,32:48.3,22.121,0.2,236.8,1.3
go_to_green_down,green,TRUE,FALSE,go_to_green_down,TRUE,32:49.0,22.121,0.2,236.8,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,32:49.7,21.988,0.2,236.8,1.3
go_to_green_up,green,TRUE,FALSE,go_to_green_up,FALSE,32:51.1,21.855,0.168,236.8,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:51.8,17.203,0.168,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:53.1,16.671,0.152,235,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:53.8,15.703,0.152,236.8,1.3
go_to_green_up,green,FALSE,TRUE,go_to_green_up,FALSE,32:55.2,15.854,0.153,236.8,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,32:55.9,15.854,0.153,236.8,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,32:57.3,16.861,0.153,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,FALSE,32:58.0,16.861,0.157,235,1.3
go_to_pick_down,green,TRUE,FALSE,go_to_pick_down,FALSE,32:58.7,16.937,0.157,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,33:00.1,16.576,0.156,235,1.3
go_to_pick_up,green,TRUE,FALSE,go_to_pick_up,TRUE,33:00.8,16.576,0.156,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,33:02.2,22.215,0.205,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,TRUE,33:02.9,22.31,0.205,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,33:04.3,22.177,0.204,235,1.3
go_to_color_detect_down,green,TRUE,FALSE,go_to_color_detect_down,TRUE,33:05.0,21.874,0.204,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,33:06.3,18.912,0.198,235,1.3
go_to_color_detect_up,green,TRUE,FALSE,go_to_color_detect_up,FALSE,33:07.1,18.912,0.198,235,1.3
detecting_color,green,FALSE,FALSE,detecting_color,FALSE,33:07.8,17.184,0.198,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,33:09.2,16.348,0.157,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,FALSE,33:09.8,16.348,0.157,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:11.2,17.943,0.156,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:11.9,17.943,0.156,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,33:13.3,21.874,0.204,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,TRUE,33:14.0,22.386,0.204,235,1.3
go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,33:15.4,22.253,0.203,235,1.3
go_to_red_down,red,TRUE,FALSE,go_to_red_down,TRUE,33:16.1,21.95,0.203,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,33:16.8,21.722,0.198,235,1.3
go_to_red_up,red,TRUE,FALSE,go_to_red_up,FALSE,33:18.2,17.032,0.198,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:18.2,17.032,0.198,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:20.1,15.93,0.161,235,1.3
go_to_red_up,red,FALSE,TRUE,go_to_red_up,FALSE,33:20.9,15.93,0.152,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:22.3,15.892,0.152,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:23.0,16.082,0.152,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:24.4,17.146,0.158,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,FALSE,33:25.1,16.918,0.158,235,1.3
go_to_pick_down,red,TRUE,FALSE,go_to_pick_down,FALSE,33:25.8,16.918,0.161,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,33:27.1,17.127,0.161,235,1.3
go_to_pick_up,red,TRUE,FALSE,go_to_pick_up,TRUE,33:27.8,16.557,0.157,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:29.2,23.146,0.157,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,TRUE,33:29.9,21.893,0.203,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,33:31.3,22.31,0.203,235,1.3
go_to_color_detect_down,red,TRUE,FALSE,go_to_color_detect_down,TRUE,33:32.0,21.722,0.199,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,33:33.3,21.684,0.199,235,1.3
go_to_color_detect_up,red,TRUE,FALSE,go_to_color_detect_up,FALSE,33:34.0,17.032,0.161,235,1.3
detecting_color,red,FALSE,FALSE,detecting_color,FALSE,33:34.7,17.032,0.161,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,33:36.1,16.766,0.161,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,FALSE,33:36.8,16.519,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,33:38.3,16.576,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,33:39.1,22.956,0.179,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,33:39.8,22.671,0.179,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,33:40.6,22.121,0.203,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,TRUE,33:42.2,22.462,0.203,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,33:42.9,22.557,0.205,235,1.3
go_to_blue_down,blue,TRUE,FALSE,go_to_blue_down,TRUE,33:44.3,21.988,0.205,235,1.3
go_to_blue_up,blue,TRUE,FALSE,go_to_blue_up,FALSE,33:45.0,19.614,0.198,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:45.8,19.614,0.198,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:47.2,17.222,0.157,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:47.8,15.892,0.157,235,1.3
go_to_blue_up,blue,FALSE,TRUE,go_to_blue_up,FALSE,33:49.2,15.892,0.152,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:49.9,15.892,0.152,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:51.3,17.051,0.163,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:52.0,17.051,0.163,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,FALSE,33:53.4,17.013,0.163,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,33:54.1,17.108,0.162,235,1.3
go_to_pick_down,blue,TRUE,FALSE,go_to_pick_down,FALSE,33:54.8,16.975,0.162,235,1.3
go_to_pick_up,blue,TRUE,FALSE,go_to_pick_up,TRUE,33:56.2,17.355,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,33:56.9,22.842,0.158,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,33:58.3,22.177,0.203,235,1.3
go_to_color_detect_up,blue,TRUE,FALSE,go_to_color_detect_up,TRUE,33:59.0,22.462,0.203,235,1.3
go_to_color_detect_down,blue,TRUE,FALSE,go_to_color_detect_down,TRUE,34:00.4,22.177,0.202,235,1.3
