cube/weight,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation2,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,36:49.8,22.177,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,36:50.5,21.912,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,36:51.9,22.215,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,36:52.6,22.045,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,36:53.3,22.272,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,36:54.4,16.88,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,36:55.8,17.051,0.161,238.7
1.2,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,36:56.5,17.013,0.16,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,36:57.9,16.842,0.16,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,36:58.6,16.842,0.16,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,37:00.0,16.576,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,37:00.9,16.576,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,37:01.6,16.823,0.158,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,37:03.0,22.709,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,37:03.7,22.709,0.207,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,37:05.1,22.386,0.203,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,37:05.7,22.291,0.203,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,37:07.1,22.121,0.203,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,37:07.9,22.215,0.203,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,37:08.6,21.874,0.203,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,37:10.0,16.348,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,37:10.6,16.348,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,37:12.0,16.614,0.158,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,37:12.7,16.462,0.158,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,37:14.1,16.481,0.158,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,37:14.8,16.861,0.158,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,37:15.4,16.861,0.158,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,37:16.9,16.994,0.158,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,37:17.6,16.994,0.158,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,37:19.0,16.994,0.16,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,37:19.6,16.633,0.16,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,37:21.0,16.481,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,37:21.7,20.924,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,37:23.1,22.595,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,37:23.8,22.272,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,37:24.5,21.95,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,37:25.8,22.196,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,37:26.5,22.045,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,37:27.9,22.121,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,37:28.6,22.121,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,37:29.9,21.817,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,37:30.6,21.817,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,37:32.0,17.032,0.16,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,37:32.7,17.013,0.16,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,37:34.1,16.728,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,37:34.7,16.766,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,37:36.1,16.747,0.158,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,37:36.8,16.747,0.158,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,37:37.5,16.69,0.158,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,37:38.9,17.089,0.158,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,37:39.6,22.785,0.205,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,37:40.9,22.69,0.205,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,37:41.6,22.69,0.202,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,37:43.0,22.121,0.202,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,37:43.7,22.045,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,37:44.4,19.12,0.2,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,37:45.8,16.595,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,37:46.5,16.595,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,37:47.9,16.69,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,37:48.8,16.728,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,37:49.5,17.127,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,37:50.9,16.785,0.158,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,37:51.6,16.728,0.158,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,37:53.0,16.785,0.159,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,37:53.7,16.785,0.159,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,37:55.1,16.709,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,37:55.8,16.69,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,37:57.1,19.253,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,37:57.8,22.69,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,37:58.5,22.462,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,37:59.2,22.102,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,38:01.0,22.215,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,38:01.7,22.215,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,38:03.1,22.026,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,38:03.8,22.177,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,38:04.5,22.14,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,38:05.9,16.937,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,38:06.5,16.937,0.157,238.7
1.2,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,38:08.0,16.804,0.159,238.7
1.2,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,38:08.7,16.804,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,38:09.9,16.576,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,38:10.6,16.633,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,38:11.3,16.633,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,38:13.1,16.728,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,38:13.8,23.013,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,38:14.5,23.013,0.203,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,38:16.0,22.519,0.203,238.7
1.2,50,50,50,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,38:16.7,22.31,0.202,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,38:18.1,22.083,0.202,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,38:19.1,22.14,0.18,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,38:19.8,16.614,0.18,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,38:20.5,16.614,0.18,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,38:21.6,16.538,0.156,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,38:22.5,16.614,0.156,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,38:23.9,17.07,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,38:24.6,16.842,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,38:25.8,16.842,0.159,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,38:27.2,16.88,0.159,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,38:27.9,16.614,0.156,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,38:28.6,16.614,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,38:29.9,16.386,0.175,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,38:30.6,23.108,0.175,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,38:31.5,22.5,0.175,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,38:32.9,22.064,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,38:33.6,22.064,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,38:35.0,22.064,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,38:36.2,21.893,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,38:36.8,21.836,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,38:37.6,22.045,0.197,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,38:39.0,19.12,0.189,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,38:39.9,16.899,0.189,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,38:40.6,16.899,0.159,238.7
1.2,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,38:42.0,16.405,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,38:42.7,16.405,0.155,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,38:44.1,16.595,0.155,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,38:44.8,16.5,0.155,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,38:46.1,16.576,0.155,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,38:46.8,20.886,0.155,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,38:47.5,20.886,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,TRUE,38:48.3,22.557,0.207,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,38:49.9,22.367,0.202,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,38:50.6,21.798,0.202,238.7
1.2,50,50,50,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,38:52.0,21.969,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,38:52.7,22.102,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,38:54.0,22.045,0.197,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,38:54.7,16.196,0.197,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,38:56.1,16.215,0.154,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,38:56.1,16.215,0.154,238.7
1.2,50,50,50,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,38:58.0,16.462,0.154,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,38:58.7,16.462,0.154,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,38:59.8,17.07,0.154,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,39:00.5,16.804,0.157,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,39:01.2,16.804,0.157,238.7
1.2,50,50,50,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,39:03.1,16.823,0.159,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,39:03.9,16.804,0.159,238.7
1.2,50,50,50,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,39:04.6,16.804,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,39:05.9,16.747,0.157,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,39:06.6,17.411,0.196,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,39:08.0,22.5,0.196,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,39:09.2,22.5,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 1 +,TRUE,39:09.9,22.234,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,39:10.6,22.234,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,39:12.0,21.912,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,39:12.7,22.083,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 2 +,TRUE,39:14.1,22.234,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,39:14.8,22.14,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,39:16.2,16.899,0.178,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,FALSE,39:16.9,17.184,0.178,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,39:17.5,17.184,0.16,238.7
1.2,50,50,50,detecting_color,red,FALSE,FALSE,detecting_color,FALSE,39:19.0,16.747,0.16,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,39:19.7,16.747,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,39:21.1,16.557,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,39:22.0,16.709,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,red,TRUE,FALSE,joint 3 +,FALSE,39:22.7,16.728,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,39:24.1,18.931,0.171,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,39:24.8,22.595,0.171,238.7
1.2,50,50,50,go_to_color_detect_up,red,TRUE,FALSE,joint 3 -,TRUE,39:26.2,22.671,0.203,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,39:26.9,22.671,0.203,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,39:27.5,22.196,0.203,238.7
1.2,50,50,50,go_to_green_up,green,TRUE,FALSE,joint 1 +,TRUE,39:29.0,22.234,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,39:29.7,22.234,0.199,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,39:31.0,17.753,0.171,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,39:31.7,16.576,0.171,238.7
1.2,50,50,50,go_to_pick_up_from_green,green,TRUE,FALSE,joint 1 -,FALSE,39:33.1,16.576,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,39:33.8,16.576,0.156,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,39:35.2,17.051,0.158,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,39:35.9,17.051,0.158,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,39:36.7,16.671,0.158,238.7
1.2,50,50,50,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,39:38.1,16.728,0.159,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,39:38.8,16.633,0.159,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,39:40.2,16.804,0.158,238.7
1.2,50,50,50,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,39:41.0,16.804,0.158,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,39:41.6,16.557,0.156,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,39:43.2,22.69,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,39:43.9,22.253,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,39:44.6,22.253,0.202,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 1 +,TRUE,39:46.0,22.158,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,39:46.7,22.14,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,39:48.0,22.158,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 2 +,TRUE,39:48.7,22.083,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,39:50.1,21.95,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,39:50.8,21.342,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,39:52.2,16.861,0.159,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,FALSE,39:52.8,17.051,0.159,238.7
1.2,50,50,50,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,39:54.2,16.69,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,39:55.1,16.69,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,39:55.8,16.519,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,39:57.1,16.785,0.156,238.7
1.2,50,50,50,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,39:57.8,16.633,0.156,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,39:59.2,17.468,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,39:59.9,22.671,0.157,238.7
1.2,50,50,50,go_to_color_detect_up,green,TRUE,FALSE,joint 3 -,TRUE,40:01.2,22.614,0.203,238.7
1.2,50,50,50,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,40:01.9,22.652,0.203,238.7
1.2,50,50,50,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,40:02.6,22.177,0.198,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,40:04.0,22.083,0.198,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,40:04.7,19.899,0.198,238.7
1.2,50,50,50,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,40:06.1,16.462,0.156,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,40:06.7,16.766,0.156,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,40:08.1,16.709,0.155,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,40:08.8,16.709,0.155,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,40:10.2,16.937,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,40:10.9,16.937,0.158,238.7
1.2,50,50,50,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,40:11.6,16.766,0.158,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,40:13.2,16.918,0.158,238.7
1.2,50,50,50,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,40:14.0,16.614,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,40:14.8,16.614,0.155,238.7
1.2,50,50,50,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,40:16.1,23.07,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,40:16.8,22.481,0.207,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,40:18.2,22.064,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 1 +,TRUE,40:18.9,22.253,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,40:19.6,22.177,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,40:21.2,22.064,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,40:21.9,22.045,0.198,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 2 +,TRUE,40:23.3,22.14,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,40:23.9,22.14,0.199,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,40:24.6,17.62,0.159,238.7
1.2,50,50,50,go_to_color_detect_up,blue,TRUE,FALSE,joint 3 -,FALSE,40:26.0,17.013,0.159,238.7
1.2,50,50,50,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,40:26.7,17.032,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,40:28.1,16.595,0.159,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,40:28.8,16.595,0.157,238.7
1.2,50,50,50,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,40:30.2,16.633,0.157,238.7
