`,arm/velocity_ratio,arm/acceleration_ratio,belt/speed,dobot/operation,dobot/color,dobot/moving_arm,dobot/moving_belt,dobot/operation2,dobot/suction,meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/pose_x,dobot/pose_y,dobot/pose_z,dobot/pose_rHead,dobot/pose_joint1Angle,dobot/pose_joint2Angle,dobot/pose_joint3Angle,dobot/pose_joint4Angle
32,100,20,60,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,57:39.0,16.272,0.154,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,57:39.7,16.272,0.154,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,57:41.1,16.557,0.152,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,green,FALSE,TRUE,joint 1 -,FALSE,57:41.8,16.557,0.152,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,57:43.2,16.576,0.154,236.8,292.822052,106.5785141,84.91719818,0,20,51,0.023999998,-20
32,100,20,60,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,57:43.9,16.348,0.154,236.8,292.6643982,106.5211411,77.9372406,0,20,51,2.832000017,-20
32,100,20,60,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,57:44.6,16.348,0.149,236.8,291.0935364,105.9493866,61.77589798,0,20,51,9.244799614,-20
32,100,20,60,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,57:46.0,16.101,0.149,236.8,286.872467,104.4130402,42.28092957,0,20,51,17.0044632,-20
32,100,20,60,go_to_pick_down,green,TRUE,FALSE,joint 3 +,FALSE,57:46.7,16.101,0.149,236.8,283.2471924,103.093544,31.18230438,0,20,51,21.49905777,-20
32,100,20,60,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,57:48.1,16.158,0.153,236.8,283.0092468,103.0069427,30.54255295,0,20,51,21.69600105,-20
32,100,20,60,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,57:48.8,20.013,0.153,236.8,286.2130127,104.1730194,40.03276825,0,20,51,17.67840004,-20
32,100,20,60,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,57:50.2,22.083,0.199,236.8,290.5523987,105.7524261,58.42016602,0,20,51,10.21906757,-20
32,100,20,60,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,57:50.8,22.083,0.199,236.8,292.5663147,106.4854279,76.01714325,0,20,51,3.382270098,-20
32,100,20,60,go_to_pick_up_from_pick_down,green,TRUE,FALSE,joint 3 -,TRUE,57:52.3,22.121,0.193,236.8,292.8209229,106.5781097,84.36334991,0,20,51,0.205439806,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,green,TRUE,FALSE,joint 1 +,TRUE,57:52.9,22.14,0.193,236.8,291.1165161,111.1526184,84.95825195,0.897600174,20.95199966,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,green,TRUE,FALSE,joint 1 +,TRUE,57:53.6,22.14,0.202,236.8,281.6938171,133.237854,84.95825195,5.31360054,25.44480133,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,green,TRUE,FALSE,joint 1 +,TRUE,57:55.0,22.14,0.202,236.8,256.2293091,177.3422241,84.95825195,14.68800354,34.90560532,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,green,TRUE,FALSE,joint 1 +,TRUE,57:55.7,22.121,0.202,236.8,214.3494568,226.1814575,84.95825195,26.53850555,46.78076172,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,green,TRUE,FALSE,joint 1 +,TRUE,57:57.1,22.121,0.202,236.8,171.8670959,259.9335022,84.95825195,36.52746582,56.69132233,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,green,TRUE,FALSE,joint 1 +,TRUE,57:57.8,22.102,0.203,236.8,143.8919525,276.4033813,84.95825195,42.49911118,62.58776855,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,green,TRUE,FALSE,joint 1 +,TRUE,57:58.6,22.177,0.203,236.8,131.6980133,282.4169922,84.95825195,44.99919891,64.99985504,51,0,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,TRUE,58:00.0,22.102,0.202,236.8,131.6724091,282.3723755,81.07536316,45,65,51,1.584000111,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,TRUE,58:00.7,21.855,0.202,236.8,131.1476593,281.2470398,65.50435638,45,65,51,7.761600018,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,TRUE,58:02.1,21.931,0.2,236.8,128.9997711,276.6408691,42.13665771,45,65,51,17.16960144,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,TRUE,58:02.8,21.931,0.2,236.8,123.7491913,265.3809814,13.03082275,45,65,51,29.53858376,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,TRUE,58:04.2,21.931,0.2,236.8,117.0385666,250.9899902,-9.871841431,45,65,51,40.33082581,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,TRUE,58:04.9,21.931,0.2,236.8,112.7820816,241.8619537,-20.65354919,45,65,51,46.00712204,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,FALSE,58:05.6,21.836,0.2,236.8,111.1443634,238.3498383,-24.27230072,45,65,51,47.99702072,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,FALSE,58:07.0,19.329,0.2,236.8,112.632309,241.5407562,-20.99550629,45,65,51,46.04000473,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,FALSE,58:07.7,19.329,0.2,236.8,116.7738113,250.422226,-10.60890961,45,65,51,40.39520264,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,FALSE,58:09.1,16.234,0.153,235,122.6545944,263.0336304,8.597709656,45,65,51,31.06400108,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,FALSE,58:09.8,16.557,0.153,235,128.8181,276.2512817,40.74961853,45,65,51,17.26613808,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,FALSE,58:11.2,16.424,0.154,236.8,131.0916443,281.1269226,64.5361557,45,65,51,7.826636314,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,FALSE,58:11.8,16.348,0.154,236.8,131.6501007,282.3245544,79.42858887,45,65,51,2.073534966,-20
32,100,20,60,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,58:13.3,16.291,0.154,236.8,131.6940765,282.4188232,84.95825195,45,65,51,0,-20
32,100,20,60,detecting_color,green,FALSE,FALSE,detecting_color,FALSE,58:14.0,16.291,0.154,236.8,131.6940765,282.4188232,84.95825195,45,65,51,0,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,58:14.6,16.234,0.154,236.8,131.6933594,282.4173279,84.25629425,45,65,51,0.30400005,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,58:16.0,16.215,0.15,236.8,131.5268555,282.0602417,74.17995453,45,65,51,4.32159996,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,58:16.7,16.215,0.15,236.8,130.4217072,279.6902161,55.35958481,45,65,51,11.80960083,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,58:18.1,16.215,0.148,236.8,126.1643448,270.5603027,24.3313179,45,65,51,24.63171196,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,58:18.8,16.215,0.148,236.8,120.0090561,257.3602295,-0.857635498,45,65,51,35.91441345,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,58:20.3,16.215,0.148,236.8,114.7149658,246.007019,-16.02508545,45,65,51,43.51071548,-20
32,100,20,60,go_to_color_detect_down,green,TRUE,FALSE,joint 3 +,FALSE,58:20.9,16.234,0.148,236.8,111.4474106,238.9997253,-23.62220001,45,65,51,47.65015411,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,TRUE,58:21.6,16.234,0.149,236.8,111.4357986,238.9748383,-23.64726257,45,65,51,47.5952034,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,TRUE,58:23.0,22.747,0.149,236.8,114.1555328,244.807312,-17.40724182,45,65,51,44.02400208,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,TRUE,58:23.7,21.988,0.199,236.8,119.8323364,256.9812622,-1.436225891,45,65,51,35.79840088,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,TRUE,58:25.1,22.177,0.199,236.8,125.9901962,270.1868286,23.42924881,45,65,51,24.47040176,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,TRUE,58:25.8,22.14,0.202,236.8,130.0800629,278.9575806,51.66832352,45,65,51,12.88501263,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,TRUE,58:27.2,22.215,0.202,236.8,131.513443,282.0314941,73.75671387,45,65,51,4.252773285,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,green,TRUE,FALSE,joint 3 -,TRUE,58:27.8,22.007,0.2,236.8,131.6913452,282.4129944,83.5802002,45,65,51,0.496471703,-20
32,100,20,60,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:29.2,22.064,0.2,236.8,130.0356445,283.1862488,84.95825195,45.33599854,65.36959839,51,0,-20
32,100,20,60,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:29.9,22.064,0.199,236.8,109.4354782,291.7663574,84.95825195,49.43997955,69.5599823,51,0,-20
32,100,20,60,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:31.3,22.026,0.199,236.8,71.04168701,303.4086609,84.95825195,56.8218689,76.98284149,51,0,-20
32,100,20,60,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:32.0,22.083,0.2,236.8,39.35963821,309.118988,84.95825195,62.74365997,82.82782745,51,0,-20
32,100,20,60,go_to_blue_up,blue,TRUE,FALSE,joint 1 +,FALSE,58:32.7,22.083,0.2,236.8,27.15902901,310.4289246,84.95825195,65,85,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:34.1,19.291,0.2,236.8,35.72962189,309.5595703,84.95825195,63.416008,83.3440094,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:34.8,19.291,0.154,236.8,63.96236801,304.9796143,84.95825195,58.1552124,78.00640869,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:36.2,16.291,0.154,236.8,117.5876389,288.5773315,84.95825195,47.83039856,67.59519958,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:36.9,16.386,0.153,236.8,179.9090729,254.4335785,84.95825195,34.73600388,54.4240036,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:38.3,16.31,0.153,236.8,236.4677277,202.9451904,84.95825195,20.63739014,40.38121033,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:39.0,16.158,0.154,236.8,272.2981567,151.5171356,84.95825195,9.093240738,28.92346001,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:39.7,16.158,0.154,236.8,287.3743896,120.4976501,84.95825195,2.748569489,22.65558815,51,0,-20
32,100,20,60,go_to_pick_up_from_blue,blue,TRUE,FALSE,joint 1 -,FALSE,58:41.1,16.177,0.149,236.8,292.653717,107.0398712,84.95825195,0.090299606,20.07411957,51,0,-20
32,100,20,60,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,58:41.8,16.253,0.149,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,58:43.1,16.614,0.149,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,58:43.8,16.31,0.153,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,blue,FALSE,TRUE,joint 1 -,FALSE,58:45.2,16.519,0.153,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,58:45.9,16.519,0.155,236.8,292.8210754,106.5781555,84.39997101,0,20,51,0.244799986,-20
32,100,20,60,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,58:47.3,16.462,0.155,236.8,292.6032104,106.4988632,76.68691254,0,20,51,3.328000069,-20
32,100,20,60,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,58:48.0,16.253,0.153,236.8,290.2634583,105.6472702,56.79650879,0,20,51,11.23123264,-20
32,100,20,60,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,58:48.7,16.253,0.153,236.8,285.9198914,104.06633,39.07233047,0,20,51,18.29842758,-20
32,100,20,60,go_to_pick_down,blue,TRUE,FALSE,joint 3 +,FALSE,58:50.1,16.082,0.149,236.8,283.0805359,103.0328903,30.73329163,0,20,51,21.67922592,-20
32,100,20,60,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,58:51.0,16.082,0.149,236.8,283.4247437,103.1581726,31.66551208,0,20,51,21.20639992,-20
32,100,20,60,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,58:51.7,19.367,0.149,236.8,286.7365112,104.3635559,41.80691147,0,20,51,16.94400024,-20
32,100,20,60,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,58:53.0,22.196,0.195,236.8,290.9927673,105.9127045,61.11412811,0,20,51,9.162867546,-20
32,100,20,60,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,58:53.7,22.196,0.195,236.8,292.7073975,106.5367813,78.96990967,0,20,51,2.249070644,-20
32,100,20,60,go_to_pick_up_from_pick_down,blue,TRUE,FALSE,joint 3 -,TRUE,58:55.1,22.177,0.202,236.8,292.822052,106.5785141,84.88357544,0,20,51,0.020273855,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:55.8,22.007,0.202,236.8,290.3049927,113.2552338,84.95825195,1.312000275,21.37759972,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:57.2,22.234,0.2,236.8,277.2943115,142.1674805,84.95825195,7.1439991,27.29599953,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:57.9,22.102,0.2,236.8,251.3166962,184.2380066,84.95825195,16.24480438,36.47360611,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:59.3,22.045,0.202,236.8,207.6984863,232.3038635,84.95825195,28.20069885,48.43175507,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,blue,TRUE,FALSE,joint 1 +,TRUE,58:59.9,22.177,0.202,236.8,163.3366241,265.3768616,84.95825195,38.38814545,58.53280258,51,0,-20
32,100,20,60,go_to_color_detect_up_from_pick_up,blue,TRUE,FALSE,joint 1 +,TRUE,59:00.6,22.102,0.2,236.8,138.9111328,278.9398193,84.95825195,43.52684402,63.59469986,51,0,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,TRUE,59:02.0,22.215,0.2,236.8,131.6940765,282.4188232,84.94593811,45,65,51,0.0096,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,TRUE,59:02.7,22.064,0.2,236.8,131.6323853,282.2865295,78.40881348,45,65,51,2.644800425,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,TRUE,59:04.1,21.836,0.2,236.8,130.9733429,280.87323,62.63161469,45,65,51,8.904000282,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,TRUE,59:04.8,21.836,0.198,236.8,128.447525,275.456604,38.05955505,45,65,51,18.84960175,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,TRUE,59:06.2,22.045,0.198,236.8,122.0577621,261.7536926,6.321609497,45,65,51,32.56311417,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,TRUE,59:06.9,21.779,0.19,236.8,116.2828979,249.3694611,-11.95008087,45,65,51,41.38821793,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,TRUE,59:08.3,22.026,0.19,236.8,112.3665848,240.9709015,-21.59662628,45,65,51,46.5269165,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,FALSE,59:09.0,21.969,0.191,236.8,111.1659164,238.3960571,-24.22634125,45,65,51,47.9552002,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,FALSE,59:09.7,20.45,0.191,236.8,113.0852356,242.5120544,-19.9542923,45,65,51,45.4464035,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,FALSE,59:11.1,16.234,0.191,236.8,117.554245,252.0958862,-8.407402039,45,65,51,39.26400375,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,FALSE,59:11.7,16.234,0.152,236.8,123.5658798,264.9878845,12.26314545,45,65,51,29.39520073,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,FALSE,59:13.1,16.253,0.152,236.8,129.3218384,277.331543,44.72424316,45,65,51,15.65994453,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,FALSE,59:13.8,16.31,0.154,236.8,131.2433624,281.452301,67.28311157,45,65,51,6.758042812,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,FALSE,59:15.2,16.386,0.154,236.8,131.6694336,282.3659973,80.81890106,45,65,51,1.542541146,-20
32,100,20,60,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,59:15.9,16.196,0.152,236.8,131.6940765,282.4188232,84.95825195,45,65,51,0,-20
32,100,20,60,detecting_color,blue,FALSE,FALSE,detecting_color,FALSE,59:17.3,16.253,0.152,236.8,131.6940765,282.4188232,84.95825195,45,65,51,0,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,59:18.2,16.253,0.152,236.8,131.6844635,282.3982239,82.3722229,45,65,51,1.065600038,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,59:18.9,16.196,0.152,236.8,131.3999481,281.7880859,70.67076111,45,65,51,5.711999893,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,59:20.3,16.196,0.152,236.8,129.8920898,278.5544739,49.81011581,45,65,51,14.04480171,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,59:21.0,16.063,0.152,236.8,124.7812576,267.5942383,17.5680542,45,65,51,27.54293251,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,59:21.7,16.063,0.152,236.8,118.7771683,254.7184448,-4.772758484,45,65,51,37.80097961,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,59:23.1,16.044,0.152,236.8,113.7814331,244.0050507,-18.31171417,45,65,51,44.73233414,-20
32,100,20,60,go_to_color_detect_down,blue,TRUE,FALSE,joint 3 +,FALSE,59:23.8,16.082,0.152,236.8,111.2155685,238.5025482,-24.12030792,45,65,51,47.92137146,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,TRUE,59:25.1,16.044,0.153,236.8,111.8569717,239.8780518,-22.72976685,45,65,51,47.04800415,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,TRUE,59:25.8,22.5,0.153,236.8,115.2356644,247.1236725,-14.70558167,45,65,51,42.55520248,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,TRUE,59:27.2,22.026,0.2,236.8,121.4864731,260.5285645,4.226165771,45,65,51,33.0943985,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,TRUE,59:27.9,22.121,0.2,236.8,127.4772034,273.3757324,31.72328568,45,65,51,20.97198296,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,TRUE,59:29.3,22.215,0.2,236.8,130.6412048,280.1609497,58.00936127,45,65,51,10.38048172,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,TRUE,59:30.0,22.215,0.2,236.8,131.6107483,282.2401428,77.34660339,45,65,51,2.871441603,-20
32,100,20,60,go_to_color_detect_up_from_color_detect_down,blue,TRUE,FALSE,joint 3 -,TRUE,59:30.7,22.102,0.2,236.8,131.6939087,282.4184875,84.61600494,45,65,51,0.113540351,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:32.1,21.874,0.199,236.8,127.5158081,284.329834,84.95825195,45.84479523,65.89759827,51,0,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:32.7,21.874,0.199,236.8,101.5259705,294.611969,84.95825195,50.98558044,71.12477875,51,0,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:34.1,22.045,0.2,236.8,56.93701553,306.368927,84.95825195,59.47199249,79.68799591,51,0,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:34.8,22.14,0.2,236.8,-8.944354057,311.4863281,84.95825195,71.64479065,91.93759155,51,0,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:36.2,22.045,0.2,236.8,-90.10677338,298.3027039,84.95825195,86.80771637,107.0481949,51,0,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:36.9,22.045,0.2,236.8,-139.2648773,278.7633972,84.95825195,96.5458374,116.7095184,51,0,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:38.3,22.121,0.192,236.8,-167.8776855,262.5277405,84.95825195,102.5975494,122.6844254,51,0,-20
32,100,20,60,go_to_red_up,red,TRUE,FALSE,joint 1 +,TRUE,59:39.0,22.253,0.192,236.8,-178.7317657,255.2619934,84.95825195,104.9993134,124.999794,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:39.7,22.14,0.192,236.8,-171.9300232,259.8918762,84.95825195,103.4864044,123.416008,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:41.1,16.177,0.192,236.8,-147.7444916,274.3634338,84.95825195,98.30242157,118.15522,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:41.8,16.196,0.149,236.8,-96.62522888,296.2554626,84.95825195,88.06400299,107.8304062,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:43.1,16.12,0.149,236.8,-27.41043091,310.4068298,84.95825195,75.04640961,94.73600769,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:43.8,16.12,0.149,236.8,62.96553421,305.1869507,84.95825195,58.34243011,77.95523071,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:45.2,16.291,0.15,236.8,166.8872986,263.1584167,84.95825195,37.61833572,57.27217865,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:46.0,16.253,0.15,236.8,228.6127777,211.7543945,84.95825195,22.80764008,42.5382843,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:46.7,16.253,0.15,236.8,268.3526306,158.400116,84.95825195,10.5520153,30.36905861,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:48.0,16.272,0.15,236.8,285.6066895,124.6296539,84.95825195,3.574922562,23.46876717,51,0,-20
32,100,20,60,go_to_pick_up_from_red,red,TRUE,FALSE,joint 1 -,FALSE,59:48.7,16.272,0.149,236.8,292.2897339,108.0298157,84.95825195,0.284229279,20.25487328,51,0,-20
32,100,20,60,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,59:50.1,16.253,0.149,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,59:50.8,16.747,0.155,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,59:52.2,16.348,0.155,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,moving_belt,red,FALSE,TRUE,joint 1 -,FALSE,59:53.2,16.291,0.151,236.8,292.822052,106.5785141,84.95825195,0,20,51,0,-20
32,100,20,60,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,59:53.9,16.291,0.151,236.8,292.821991,106.5784912,84.81047058,0,20,51,0.071999997,-20
32,100,20,60,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,59:55.3,16.196,0.149,236.8,292.6748962,106.5249557,78.17507172,0,20,51,2.737600088,-20
32,100,20,60,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,59:56.0,16.12,0.149,236.8,291.0935364,105.9493866,61.77589798,0,20,51,9.244799614,-20
32,100,20,60,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,59:57.3,16.025,0.149,236.8,286.7830811,104.3805084,41.96865845,0,20,51,17.13009644,-20
32,100,20,60,go_to_pick_down,red,TRUE,FALSE,joint 3 +,FALSE,59:58.0,16.082,0.148,236.8,283.4474182,103.16642,31.72755051,0,20,51,21.27889252,-20
32,100,20,60,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,59:58.7,16.082,0.148,236.8,283.0648499,103.0271835,30.69130325,0,20,51,21.63040161,-20
32,100,20,60,go_to_pick_up_from_pick_down,red,TRUE,FALSE,joint 3 -,TRUE,00:00.1,22.102,0.197,236.8,285.8764648,104.0505295,38.9319458,0,20,51,18.13599968,-20
